tier relicName itemName chance
Axi V6 "Fang Prime Handle" 11.0
Axi V6 "Galatine Prime Handle" 11.0
Axi V6 "Valkyr Prime Chassis Blueprint" 2.0
Axi V7 "Nami Skyla Prime Blueprint" 25.33
Axi V7 "Lex Prime Barrel" 25.33
Axi V7 "Valkyr Prime Blueprint" 25.33
Axi V7 "Kogake Prime Blueprint" 11.0
Axi V7 "Silva & Aegis Prime Blueprint" 11.0
Axi V7 "Venka Prime Gauntlet" 2.0
Axi V8 "Odonata Prime Systems Blueprint" 25.33
Axi V8 "Forma Blueprint" 25.33
Axi V8 "Lex Prime Receiver" 25.33
Axi V8 "Volt Prime Chassis Blueprint" 11.0
Axi V8 "Odonata Prime Blueprint" 11.0
Axi V8 "Volt Prime Neuroptics Blueprint" 2.0
Axi V9 "Valkyr Prime Blueprint" 25.33
Axi V9 "Saryn Prime Neuroptics Blueprint" 25.33
Axi V9 "Forma Blueprint" 25.33
Axi V9 "Valkyr Prime Systems Blueprint" 11.0
Axi V9 "Spira Prime Blade" 11.0
Axi V9 "Venka Prime Gauntlet" 2.0
Axi W1 "Aksomati Prime Receiver" 25.33
Axi W1 "Stradavar Prime Receiver" 25.33
Axi W1 "Bronco Prime Receiver" 25.33
Axi W1 "Inaros Prime Blueprint" 11.0
Axi W1 "Forma Blueprint" 11.0
Axi W1 "Wukong Prime Blueprint" 2.0
Axi W2 "Baza Prime Receiver" 25.33
Axi W2 "Forma Blueprint" 25.33
Axi W2 "Tekko Prime Gauntlet" 25.33
Axi W2 "Bronco Prime Barrel" 11.0
Axi W2 "Inaros Prime Blueprint" 11.0
Axi W2 "Wukong Prime Blueprint" 2.0
Axi Z1 "Wukong Prime Neuroptics Blueprint" 25.33
Axi Z1 "Forma Blueprint" 25.33
Axi Z1 "Panthera Prime Blueprint" 25.33
Axi Z1 "Baza Prime Barrel" 11.0
Axi Z1 "Zhuge Prime Blueprint" 11.0
Axi Z1 "Zakti Prime Blueprint" 2.0
Lith A1 "Braton Prime Barrel" 25.33
Lith A1 "Forma Blueprint" 25.33
Lith A1 "Vasto Prime Receiver" 25.33
Lith A1 "Saryn Prime Neuroptics Blueprint" 11.0
Lith A1 "Vectis Prime Blueprint" 11.0
Lith A1 "Akstiletto Prime Blueprint" 2.0
Lith A2 "Lex Prime Barrel" 25.33
Lith A2 "Forma Blueprint" 25.33
Lith A2 "Valkyr Prime Blueprint" 25.33
Lith A2 "Akbronco Prime Link" 11.0
Lith A2 "Cernos Prime Blueprint" 11.0
Lith A2 "Akstiletto Prime Blueprint" 2.0
Lith A3 "Rubico Prime Receiver" 25.33
Lith A3 "Orthos Prime Handle" 25.33
Lith A3 "Lex Prime Blueprint" 25.33
Lith A3 "Akbolto Prime Barrel" 11.0
Lith A3 "Tiberon Prime Blueprint" 11.0
Lith A3 "Akjagara Prime Barrel" 2.0
Lith A4 "Corinth Prime Blueprint" 25.33
Lith A4 "Burston Prime Receiver" 25.33
Lith A4 "Forma Blueprint" 25.33
Lith A4 "Ivara Prime Systems Blueprint" 11.0
Lith A4 "Baza Prime Barrel" 11.0
Lith A4 "Astilla Prime Barrel" 2.0
Lith B1 "Mag Prime Neuroptics Blueprint" 25.33
Lith B1 "Ankyros Prime Blueprint" 25.33
Lith B1 "Forma Blueprint" 25.33
Lith B1 "Rhino Prime Neuroptics Blueprint" 11.0
Lith B1 "Boltor Prime Receiver" 11.0
Lith B1 "Boar Prime Stock" 2.0
Lith B2 "Paris Prime Lower Limb" 25.33
Lith B2 "Tigris Prime Stock" 25.33
Lith B2 "Forma Blueprint" 25.33
Lith B2 "Orthos Prime Blade" 11.0
Lith B2 "Braton Prime Receiver" 11.0
Lith B2 "Ballistica Prime Blueprint" 2.0
Lith B3 "Limbo Prime Systems Blueprint" 25.33
Lith B3 "Forma Blueprint" 25.33
Lith B3 "Burston Prime Blueprint" 25.33
Lith B3 "Orthos Prime Blade" 11.0
Lith B3 "Cernos Prime String" 11.0
Lith B3 "Ballistica Prime Blueprint" 2.0
Lith B4 "Nyx Prime Blueprint" 25.33
Lith B4 "Forma Blueprint" 25.33
Lith B4 "Ankyros Prime Blueprint" 25.33
Lith B4 "Rhino Prime Neuroptics Blueprint" 11.0
Lith B4 "Scindo Prime Blueprint" 11.0
Lith B4 "Boltor Prime Blueprint" 2.0
Lith B5 "Banshee Prime Neuroptics Blueprint" 25.33
Lith B5 "Lex Prime Receiver" 25.33
Lith B5 "Oberon Prime Chassis Blueprint" 25.33
Lith B5 "Orthos Prime Blade" 11.0
Lith B5 "Rubico Prime Stock" 11.0
Lith B5 "Ballistica Prime Blueprint" 2.0
Lith B6 "Lex Prime Barrel" 25.33
Lith B6 "Fang Prime Blueprint" 25.33
Lith B6 "Limbo Prime Systems Blueprint" 25.33
Lith B6 "Orthos Prime Blueprint" 11.0
Lith B6 "Redeemer Prime Blueprint" 11.0
Lith B6 "Ballistica Prime Blueprint" 2.0
Lith B7 "Lex Prime Receiver" 25.33
Lith B7 "Forma Blueprint" 25.33
Lith B7 "Tipedo Prime Blueprint" 25.33
Lith B7 "Orthos Prime Blueprint" 11.0
Lith B7 "Aksomati Prime Barrel" 11.0
Lith B7 "Baza Prime Blueprint" 2.0
Lith B8 "Burston Prime Stock" 25.33
Lith B8 "Dethcube Prime Systems" 25.33
Lith B8 "Aksomati Prime Blueprint" 25.33
Lith B8 "Ivara Prime Blueprint" 11.0
Lith B8 "Atlas Prime Chassis Blueprint" 11.0
Lith B8 "Baza Prime Blueprint" 2.0
Lith C1 "Fang Prime Blade" 25.33
Lith C1 "Nova Prime Neuroptics Blueprint" 25.33
Lith C1 "Nova Prime Systems Blueprint" 25.33
Lith C1 "Kavasa Prime Band" 11.0
Lith C1 "Forma Blueprint" 11.0
Lith C1 "Carrier Prime Cerebrum" 2.0
Lith C2 "Venka Prime Blades" 25.33
Lith C2 "Paris Prime Upper Limb" 25.33
Lith C2 "Bronco Prime Receiver" 25.33
Lith C2 "Nami Skyla Prime Handle" 11.0
Lith C2 "Akbolto Prime Barrel" 11.0
Lith C2 "Cernos Prime Lower Limb" 2.0
Lith C3 "Lex Prime Blueprint" 25.33
Lith C3 "Silva & Aegis Prime Hilt" 25.33
Lith C3 "Sybaris Prime Blueprint" 25.33
Lith C3 "Braton Prime Blueprint" 11.0
Lith C3 "Helios Prime Blueprint" 11.0
Lith C3 "Chroma Prime Neuroptics Blueprint" 2.0
Lith C4 "Forma Blueprint" 25.33
Lith C4 "Burston Prime Receiver" 25.33
Lith C4 "Paris Prime Lower Limb" 25.33
Lith C4 "Orthos Prime Blade" 11.0
Lith C4 "Braton Prime Stock" 11.0
Lith C4 "Chroma Prime Neuroptics Blueprint" 2.0
Lith C5 "Forma Blueprint" 25.33
Lith C5 "Saryn Prime Neuroptics Blueprint" 25.33
Lith C5 "Spira Prime Blueprint" 25.33
Lith C5 "Venka Prime Blueprint" 11.0
Lith C5 "Valkyr Prime Neuroptics Blueprint" 11.0
Lith C5 "Cernos Prime Lower Limb" 2.0
Lith C6 "Equinox Prime Chassis Blueprint" 25.33
Lith C6 "Forma Blueprint" 25.33
Lith C6 "Fang Prime Blade" 25.33
Lith C6 "Braton Prime Receiver" 11.0
Lith C6 "Mesa Prime Blueprint" 11.0
Lith C6 "Corinth Prime Stock" 2.0
Lith C7 "Valkyr Prime Blueprint" 25.33
Lith C7 "Hikou Prime Pouch" 25.33
Lith C7 "Forma Blueprint" 25.33
Lith C7 "Nyx Prime Systems Blueprint" 11.0
Lith C7 "Scindo Prime Blueprint" 11.0
Lith C7 "Cernos Prime Lower Limb" 2.0
Lith C8 "Zephyr Prime Neuroptics Blueprint" 25.33
Lith C8 "Tiberon Prime Blueprint" 25.33
Lith C8 "Burston Prime Receiver" 25.33
Lith C8 "Rubico Prime Stock" 11.0
Lith C8 "Forma Blueprint" 11.0
Lith C8 "Chroma Prime Neuroptics Blueprint" 2.0
Lith D1 "Atlas Prime Blueprint" 25.33
Lith D1 "Lex Prime Receiver" 25.33
Lith D1 "Burston Prime Receiver" 25.33
Lith D1 "Mesa Prime Blueprint" 11.0
Lith D1 "Ninkondi Prime Chain" 11.0
Lith D1 "Dethcube Prime Blueprint" 2.0
Lith D2 "Equinox Prime Chassis Blueprint" 25.33
Lith D2 "Wukong Prime Neuroptics Blueprint" 25.33
Lith D2 "Forma Blueprint" 25.33
Lith D2 "Fang Prime Handle" 11.0
Lith D2 "Redeemer Prime Blueprint" 11.0
Lith D2 "Dethcube Prime Cerebrum" 2.0
Lith D3 "Burston Prime Stock" 25.33
Lith D3 "Ivara Prime Neuroptics Blueprint" 25.33
Lith D3 "Stradavar Prime Receiver" 25.33
Lith D3 "Ninkondi Prime Chain" 11.0
Lith D3 "Corinth Prime Receiver" 11.0
Lith D3 "Dethcube Prime Blueprint" 2.0
Lith D4 "Bronco Prime Blueprint" 25.33
Lith D4 "Orthos Prime Handle" 25.33
Lith D4 "Forma Blueprint" 25.33
Lith D4 "Ninkondi Prime Chain" 11.0
Lith D4 "Zakti Prime Barrel" 11.0
Lith D4 "Dethcube Prime Blueprint" 2.0
Lith F1 "Forma Blueprint" 25.33
Lith F1 "Paris Prime Blueprint" 25.33
Lith F1 "Fang Prime Blade" 25.33
Lith F1 "Scindo Prime Blueprint" 11.0
Lith F1 "Odonata Prime Blueprint" 11.0
Lith F1 "Fragor Prime Blueprint" 2.0
Lith F2 "Odonata Prime Systems Blueprint" 25.33
Lith F2 "Hikou Prime Stars" 25.33
Lith F2 "Paris Prime Upper Limb" 25.33
Lith F2 "Burston Prime Barrel" 11.0
Lith F2 "Fang Prime Handle" 11.0
Lith F2 "Vauban Prime Blueprint" 2.0
Lith G1 "Latron Prime Blueprint" 25.33
Lith G1 "Frost Prime Chassis Blueprint" 25.33
Lith G1 "Reaper Prime Handle" 25.33
Lith G1 "Ember Prime Systems Blueprint" 11.0
Lith G1 "Forma Blueprint" 11.0
Lith G1 "Glaive Prime Blueprint" 2.0
Lith G2 "Bo Prime Blueprint" 25.33
Lith G2 "Wyrm Prime Cerebrum" 25.33
Lith G2 "Latron Prime Stock" 25.33
Lith G2 "Loki Prime Chassis Blueprint" 11.0
Lith G2 "Frost Prime Systems Blueprint" 11.0
Lith G2 "Glaive Prime Blueprint" 2.0
Lith G3 "Zhuge Prime String" 25.33
Lith G3 "Octavia Prime Neuroptics Blueprint" 25.33
Lith G3 "Paris Prime Upper Limb" 25.33
Lith G3 "Forma Blueprint" 11.0
Lith G3 "Panthera Prime Stock" 11.0
Lith G3 "Guandao Prime Handle" 2.0
Lith G4 "Octavia Prime Neuroptics Blueprint" 25.33
Lith G4 "Fang Prime Blueprint" 25.33
Lith G4 "Forma Blueprint" 25.33
Lith G4 "Titania Prime Neuroptics Blueprint" 11.0
Lith G4 "Inaros Prime Blueprint" 11.0
Lith G4 "Guandao Prime Handle" 2.0
Lith H1 "Saryn Prime Systems Blueprint" 25.33
Lith H1 "Paris Prime Blueprint" 25.33
Lith H1 "Bronco Prime Blueprint" 25.33
Lith H1 "Akstiletto Prime Barrel" 11.0
Lith H1 "Nami Skyla Prime Handle" 11.0
Lith H1 "Helios Prime Cerebrum" 2.0
Lith H2 "Lex Prime Barrel" 25.33
Lith H2 "Forma Blueprint" 25.33
Lith H2 "Zephyr Prime Neuroptics Blueprint" 25.33
Lith H2 "Oberon Prime Blueprint" 11.0
Lith H2 "Orthos Prime Blueprint" 11.0
Lith H2 "Helios Prime Cerebrum" 2.0
Lith I1 "Fang Prime Blade" 25.33
Lith I1 "Pandero Prime Blueprint" 25.33
Lith I1 "Forma Blueprint" 25.33
Lith I1 "Burston Prime Barrel" 11.0
Lith I1 "Karyst Prime Handle" 11.0
Lith I1 "Ivara Prime Chassis Blueprint" 2.0
Lith K1 "Fang Prime Blueprint" 25.33
Lith K1 "Burston Prime Stock" 25.33
Lith K1 "Odonata Prime Harness Blueprint" 25.33
Lith K1 "Tigris Prime Barrel" 11.0
Lith K1 "Trinity Prime Blueprint" 11.0
Lith K1 "Kavasa Prime Buckle" 2.0
Lith K2 "Zephyr Prime Neuroptics Blueprint" 25.33
Lith K2 "Braton Prime Barrel" 25.33
Lith K2 "Rubico Prime Receiver" 25.33
Lith K2 "Forma Blueprint" 11.0
Lith K2 "Braton Prime Receiver" 11.0
Lith K2 "Kogake Prime Gauntlet" 2.0
Lith K3 "Rubico Prime Receiver" 25.33
Lith K3 "Forma Blueprint" 25.33
Lith K3 "Paris Prime Upper Limb" 25.33
Lith K3 "Tiberon Prime Blueprint" 11.0
Lith K3 "Wukong Prime Chassis Blueprint" 11.0
Lith K3 "Kronen Prime Blade" 2.0
Lith K4 "Nova Prime Neuroptics Blueprint" 25.33
Lith K4 "Forma Blueprint" 25.33
Lith K4 "Dual Kamas Prime Blueprint" 25.33
Lith K4 "Trinity Prime Blueprint" 11.0
Lith K4 "Soma Prime Receiver" 11.0
Lith K4 "Kavasa Prime Buckle" 2.0
Lith K5 "Mirage Prime Chassis Blueprint" 25.33
Lith K5 "Forma Blueprint" 25.33
Lith K5 "Helios Prime Carapace" 25.33
Lith K5 "Akbolto Prime Barrel" 11.0
Lith K5 "Banshee Prime Systems Blueprint" 11.0
Lith K5 "Kogake Prime Gauntlet" 2.0
Lith K6 "Bronco Prime Blueprint" 25.33
Lith K6 "Atlas Prime Blueprint" 25.33
Lith K6 "Aksomati Prime Receiver" 25.33
Lith K6 "Paris Prime Grip" 11.0
Lith K6 "Gara Prime Chassis Blueprint" 11.0
Lith K6 "Karyst Prime Blade" 2.0
Lith K7 "Paris Prime Lower Limb" 25.33
Lith K7 "Baza Prime Receiver" 25.33
Lith K7 "Guandao Prime Blade" 25.33
Lith K7 "Octavia Prime Chassis Blueprint" 11.0
Lith K7 "Forma Blueprint" 11.0
Lith K7 "Karyst Prime Blade" 2.0
Lith K8 "Braton Prime Receiver" 25.33
Lith K8 "Forma Blueprint" 25.33
Lith K8 "Lex Prime Receiver" 25.33
Lith K8 "Limbo Prime Neuroptics Blueprint" 11.0
Lith K8 "Trinity Prime Neuroptics Blueprint" 11.0
Lith K8 "Kavasa Prime Buckle" 2.0
Lith L1 "Destreza Prime Handle" 25.33
Lith L1 "Kogake Prime Boot" 25.33
Lith L1 "Forma Blueprint" 25.33
Lith L1 "Zhuge Prime Blueprint" 11.0
Lith L1 "Equinox Prime Neuroptics Blueprint" 11.0
Lith L1 "Limbo Prime Neuroptics Blueprint" 2.0
Lith L2 "Pyrana Prime Barrel" 25.33
Lith L2 "Equinox Prime Chassis Blueprint" 25.33
Lith L2 "Redeemer Prime Blade" 25.33
Lith L2 "Braton Prime Receiver" 11.0
Lith L2 "Tekko Prime Blueprint" 11.0
Lith L2 "Limbo Prime Neuroptics Blueprint" 2.0
Lith L3 "Pyrana Prime Barrel" 25.33
Lith L3 "Dual Kamas Prime Blueprint" 25.33
Lith L3 "Lex Prime Barrel" 25.33
Lith L3 "Trinity Prime Chassis Blueprint" 11.0
Lith L3 "Kavasa Prime Band" 11.0
Lith L3 "Limbo Prime Chassis Blueprint" 2.0
Lith M1 "Lex Prime Receiver" 25.33
Lith M1 "Boar Prime Receiver" 25.33
Lith M1 "Forma Blueprint" 25.33
Lith M1 "Soma Prime Blueprint" 11.0
Lith M1 "Dakra Prime Blueprint" 11.0
Lith M1 "Mag Prime Blueprint" 2.0
Lith M2 "Nova Prime Neuroptics Blueprint" 25.33
Lith M2 "Soma Prime Barrel" 25.33
Lith M2 "Dakra Prime Handle" 25.33
Lith M2 "Boar Prime Barrel" 11.0
Lith M2 "Forma Blueprint" 11.0
Lith M2 "Mag Prime Blueprint" 2.0
Lith M3 "Silva & Aegis Prime Hilt" 25.33
Lith M3 "Forma Blueprint" 25.33
Lith M3 "Paris Prime Blueprint" 25.33
Lith M3 "Rubico Prime Stock" 11.0
Lith M3 "Oberon Prime Blueprint" 11.0
Lith M3 "Mesa Prime Neuroptics Blueprint" 2.0
Lith M4 "Paris Prime Blueprint" 25.33
Lith M4 "Akjagara Prime Blueprint" 25.33
Lith M4 "Equinox Prime Chassis Blueprint" 25.33
Lith M4 "Stradavar Prime Barrel" 11.0
Lith M4 "Destreza Prime Blueprint" 11.0
Lith M4 "Mesa Prime Neuroptics Blueprint" 2.0
Lith M5 "Redeemer Prime Blade" 25.33
Lith M5 "Burston Prime Stock" 25.33
Lith M5 "Atlas Prime Blueprint" 25.33
Lith M5 "Titania Prime Blueprint" 11.0
Lith M5 "Stradavar Prime Barrel" 11.0
Lith M5 "Mesa Prime Neuroptics Blueprint" 2.0
Lith M6 "Bronco Prime Blueprint" 25.33
Lith M6 "Inaros Prime Systems Blueprint" 25.33
Lith M6 "Forma Blueprint" 25.33
Lith M6 "Dethcube Prime Carapace" 11.0
Lith M6 "Akjagara Prime Receiver" 11.0
Lith M6 "Mesa Prime Systems Blueprint" 2.0
Lith M7 "Kogake Prime Boot" 25.33
Lith M7 "Akbolto Prime Blueprint" 25.33
Lith M7 "Banshee Prime Neuroptics Blueprint" 25.33
Lith M7 "Euphona Prime Barrel" 11.0
Lith M7 "Forma Blueprint" 11.0
Lith M7 "Mirage Prime Blueprint" 2.0
Lith N1 "Nekros Prime Chassis Blueprint" 25.33
Lith N1 "Bronco Prime Blueprint" 25.33
Lith N1 "Fang Prime Blade" 25.33
Lith N1 "Akbronco Prime Link" 11.0
Lith N1 "Forma Blueprint" 11.0
Lith N1 "Nova Prime Chassis Blueprint" 2.0
Lith N2 "Paris Prime Upper Limb" 25.33
Lith N2 "Spira Prime Blueprint" 25.33
Lith N2 "Carrier Prime Systems" 25.33
Lith N2 "Helios Prime Blueprint" 11.0
Lith N2 "Kavasa Prime Band" 11.0
Lith N2 "Nekros Prime Systems Blueprint" 2.0
Lith N3 "Sybaris Prime Stock" 25.33
Lith N3 "Burston Prime Receiver" 25.33
Lith N3 "Valkyr Prime Blueprint" 25.33
Lith N3 "Braton Prime Blueprint" 11.0
Lith N3 "Forma Blueprint" 11.0
Lith N3 "Nekros Prime Blueprint" 2.0
Lith N4 "Bronco Prime Blueprint" 25.33
Lith N4 "Forma Blueprint" 25.33
Lith N4 "Gram Prime Blade" 25.33
Lith N4 "Atlas Prime Systems Blueprint" 11.0
Lith N4 "Ivara Prime Blueprint" 11.0
Lith N4 "Ninkondi Prime Handle" 2.0
Lith N5 "Stradavar Prime Stock" 25.33
Lith N5 "Zhuge Prime String" 25.33
Lith N5 "Forma Blueprint" 25.33
Lith N5 "Braton Prime Receiver" 11.0
Lith N5 "Ivara Prime Blueprint" 11.0
Lith N5 "Ninkondi Prime Handle" 2.0
Lith N6 "Fang Prime Blade" 25.33
Lith N6 "Zhuge Prime Grip" 25.33
Lith N6 "Aksomati Prime Receiver" 25.33
Lith N6 "Stradavar Prime Barrel" 11.0
Lith N6 "Inaros Prime Chassis Blueprint" 11.0
Lith N6 "Nezha Prime Neuroptics Blueprint" 2.0
Lith N7 "Octavia Prime Systems Blueprint" 25.33
Lith N7 "Braton Prime Blueprint" 25.33
Lith N7 "Lex Prime Barrel" 25.33
Lith N7 "Ivara Prime Blueprint" 11.0
Lith N7 "Pangolin Prime Blade" 11.0
Lith N7 "Nidus Prime Chassis Blueprint" 2.0
Lith N8 "Aksomati Prime Blueprint" 25.33
Lith N8 "Astilla Prime Receiver" 25.33
Lith N8 "Pandero Prime Blueprint" 25.33
Lith N8 "Zakti Prime Barrel" 11.0
Lith N8 "Titania Prime Neuroptics Blueprint" 11.0
Lith N8 "Nezha Prime Neuroptics Blueprint" 2.0
Lith N9 "Redeemer Prime Blade" 25.33
Lith N9 "Burston Prime Stock" 25.33
Lith N9 "Forma Blueprint" 25.33
Lith N9 "Mesa Prime Blueprint" 11.0
Lith N9 "Akjagara Prime Receiver" 11.0
Lith N9 "Nami Skyla Prime Blade" 2.0
Lith O1 "Rubico Prime Receiver" 25.33
Lith O1 "Burston Prime Blueprint" 25.33
Lith O1 "Ballistica Prime Lower Limb" 25.33
Lith O1 "Akbolto Prime Barrel" 11.0
Lith O1 "Forma Blueprint" 11.0
Lith O1 "Oberon Prime Neuroptics Blueprint" 2.0
Lith O2 "Volt Prime Blueprint" 25.33
Lith O2 "Bo Prime Blueprint" 25.33
Lith O2 "Wyrm Prime Cerebrum" 25.33
Lith O2 "Loki Prime Chassis Blueprint" 11.0
Lith O2 "Forma Blueprint" 11.0
Lith O2 "Odonata Prime Wings Blueprint" 2.0
Lith P1 "Sybaris Prime Stock" 25.33
Lith P1 "Fang Prime Blade" 25.33
Lith P1 "Helios Prime Carapace" 25.33
Lith P1 "Forma Blueprint" 11.0
Lith P1 "Braton Prime Receiver" 11.0
Lith P1 "Pyrana Prime Blueprint" 2.0
Lith P2 "Burston Prime Blueprint" 25.33
Lith P2 "Tipedo Prime Blueprint" 25.33
Lith P2 "Forma Blueprint" 25.33
Lith P2 "Ballistica Prime Receiver" 11.0
Lith P2 "Gram Prime Blueprint" 11.0
Lith P2 "Pyrana Prime Blueprint" 2.0
Lith P3 "Stradavar Prime Stock" 25.33
Lith P3 "Atlas Prime Blueprint" 25.33
Lith P3 "Forma Blueprint" 25.33
Lith P3 "Burston Prime Barrel" 11.0
Lith P3 "Akjagara Prime Link" 11.0
Lith P3 "Panthera Prime Barrel" 2.0
Lith P4 "Bronco Prime Blueprint" 25.33
Lith P4 "Titania Prime Chassis Blueprint" 25.33
Lith P4 "Braton Prime Barrel" 25.33
Lith P4 "Forma Blueprint" 11.0
Lith P4 "Equinox Prime Blueprint" 11.0
Lith P4 "Panthera Prime Barrel" 2.0
Lith P5 "Atlas Prime Blueprint" 25.33
Lith P5 "Lex Prime Blueprint" 25.33
Lith P5 "Bronco Prime Receiver" 25.33
Lith P5 "Guandao Prime Blueprint" 11.0
Lith P5 "Tekko Prime Blueprint" 11.0
Lith P5 "Pangolin Prime Blueprint" 2.0
Lith R1 "Mesa Prime Chassis Blueprint" 25.33
Lith R1 "Hydroid Prime Chassis Blueprint" 25.33
Lith R1 "Forma Blueprint" 25.33
Lith R1 "Ballistica Prime Receiver" 11.0
Lith R1 "Burston Prime Barrel" 11.0
Lith R1 "Redeemer Prime Handle" 2.0
Lith S1 "Paris Prime String" 25.33
Lith S1 "Hikou Prime Blueprint" 25.33
Lith S1 "Bronco Prime Blueprint" 25.33
Lith S1 "Paris Prime Grip" 11.0
Lith S1 "Forma Blueprint" 11.0
Lith S1 "Spira Prime Pouch" 2.0
Lith S10 "Mesa Prime Chassis Blueprint" 25.33
Lith S10 "Dethcube Prime Systems" 25.33
Lith S10 "Burston Prime Blueprint" 25.33
Lith S10 "Orthos Prime Blueprint" 11.0
Lith S10 "Baza Prime Barrel" 11.0
Lith S10 "Stradavar Prime Blueprint" 2.0
Lith S2 "Carrier Prime Systems" 25.33
Lith S2 "Akbronco Prime Blueprint" 25.33
Lith S2 "Nyx Prime Blueprint" 25.33
Lith S2 "Forma Blueprint" 11.0
Lith S2 "Kavasa Prime Band" 11.0
Lith S2 "Soma Prime Stock" 2.0
Lith S3 "Carrier Prime Systems" 25.33
Lith S3 "Akbronco Prime Blueprint" 25.33
Lith S3 "Paris Prime String" 25.33
Lith S3 "Ash Prime Blueprint" 11.0
Lith S3 "Soma Prime Receiver" 11.0
Lith S3 "Spira Prime Pouch" 2.0
Lith S4 "Lex Prime Blueprint" 25.33
Lith S4 "Forma Blueprint" 25.33
Lith S4 "Paris Prime Blueprint" 25.33
Lith S4 "Trinity Prime Chassis Blueprint" 11.0
Lith S4 "Kavasa Prime Kubrow Collar Blueprint" 11.0
Lith S4 "Saryn Prime Blueprint" 2.0
Lith S5 "Carrier Prime Carapace" 25.33
Lith S5 "Burston Prime Receiver" 25.33
Lith S5 "Fang Prime Blade" 25.33
Lith S5 "Akbronco Prime Link" 11.0
Lith S5 "Galatine Prime Handle" 11.0
Lith S5 "Spira Prime Blade" 2.0
Lith S6 "Forma Blueprint" 25.33
Lith S6 "Fang Prime Blade" 25.33
Lith S6 "Dual Kamas Prime Blueprint" 25.33
Lith S6 "Kavasa Prime Band" 11.0
Lith S6 "Valkyr Prime Neuroptics Blueprint" 11.0
Lith S6 "Spira Prime Pouch" 2.0
Lith S7 "Mirage Prime Chassis Blueprint" 25.33
Lith S7 "Lex Prime Blueprint" 25.33
Lith S7 "Galatine Prime Blade" 25.33
Lith S7 "Paris Prime Grip" 11.0
Lith S7 "Akbolto Prime Link" 11.0
Lith S7 "Sybaris Prime Barrel" 2.0
Lith S8 "Gram Prime Blade" 25.33
Lith S8 "Braton Prime Barrel" 25.33
Lith S8 "Forma Blueprint" 25.33
Lith S8 "Orthos Prime Blueprint" 11.0
Lith S8 "Rubico Prime Barrel" 11.0
Lith S8 "Stradavar Prime Blueprint" 2.0
Lith S9 "Sybaris Prime Stock" 25.33
Lith S9 "Forma Blueprint" 25.33
Lith S9 "Burston Prime Stock" 25.33
Lith S9 "Oberon Prime Blueprint" 11.0
Lith S9 "Tigris Prime Receiver" 11.0
Lith S9 "Silva & Aegis Prime Guard" 2.0
Lith T1 "Forma Blueprint" 25.33
Lith T1 "Burston Prime Blueprint" 25.33
Lith T1 "Akbronco Prime Blueprint" 25.33
Lith T1 "Ballistica Prime Upper Limb" 11.0
Lith T1 "Valkyr Prime Neuroptics Blueprint" 11.0
Lith T1 "Tigris Prime Blueprint" 2.0
Lith T2 "Valkyr Prime Blueprint" 25.33
Lith T2 "Lex Prime Barrel" 25.33
Lith T2 "Forma Blueprint" 25.33
Lith T2 "Braton Prime Blueprint" 11.0
Lith T2 "Silva & Aegis Prime Blueprint" 11.0
Lith T2 "Tiberon Prime Stock" 2.0
Lith T3 "Galatine Prime Blade" 25.33
Lith T3 "Braton Prime Stock" 25.33
Lith T3 "Oberon Prime Chassis Blueprint" 25.33
Lith T3 "Forma Blueprint" 11.0
Lith T3 "Nekros Prime Blueprint" 11.0
Lith T3 "Tigris Prime Blueprint" 2.0
Lith T4 "Zakti Prime Receiver" 25.33
Lith T4 "Tekko Prime Gauntlet" 25.33
Lith T4 "Paris Prime Lower Limb" 25.33
Lith T4 "Dethcube Prime Carapace" 11.0
Lith T4 "Karyst Prime Handle" 11.0
Lith T4 "Titania Prime Systems Blueprint" 2.0
Lith T5 "Forma Blueprint" 25.33
Lith T5 "Corinth Prime Blueprint" 25.33
Lith T5 "Paris Prime Lower Limb" 25.33
Lith T5 "Titania Prime Neuroptics Blueprint" 11.0
Lith T5 "Zhuge Prime Blueprint" 11.0
Lith T5 "Tenora Prime Barrel" 2.0
Lith T6 "Rubico Prime Barrel" 25.33
Lith T6 "Forma Blueprint" 25.33
Lith T6 "Braton Prime Blueprint" 25.33
Lith T6 "Kronen Prime Handle" 11.0
Lith T6 "Burston Prime Barrel" 11.0
Lith T6 "Tiberon Prime Stock" 2.0
Lith T7 "Bronco Prime Blueprint" 25.33
Lith T7 "Gara Prime Systems Blueprint" 25.33
Lith T7 "Forma Blueprint" 25.33
Lith T7 "Strun Prime Barrel" 11.0
Lith T7 "Ivara Prime Systems Blueprint" 11.0
Lith T7 "Titania Prime Systems Blueprint" 2.0
Lith V1 "Paris Prime Upper Limb" 25.33
Lith V1 "Paris Prime Lower Limb" 25.33
Lith V1 "Burston Prime Stock" 25.33
Lith V1 "Volt Prime Systems Blueprint" 11.0
Lith V1 "Forma Blueprint" 11.0
Lith V1 "Fragor Prime Handle" 2.0
Lith V2 "Fang Prime Blueprint" 25.33
Lith V2 "Lex Prime Barrel" 25.33
Lith V2 "Paris Prime Lower Limb" 25.33
Lith V2 "Forma Blueprint" 11.0
Lith V2 "Paris Prime Upper Limb" 11.0
Lith V2 "Vauban Prime Systems Blueprint" 2.0
Lith V3 "Paris Prime Lower Limb" 25.33
Lith V3 "Cernos Prime Upper Limb" 25.33
Lith V3 "Braton Prime Blueprint" 25.33
