"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID"
"White Magic","","De'Dia","5","WHT","Single enemy","Magical","9.21","Holy","1.65","Three single attacks (3.07 each), 25% chance to cause [Imperil Holy 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major White","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Clad in Red","デディア","30121311"
"White Magic","","Holyja","6","WHT","Single enemy","Magical","15.50","Holy","1.50","Five single attacks (3.10 each)","Y","Lowest HP% enemy","90","2","10","White Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Guardian of the Altar","ホーリジャ","30121321"
"White Magic","","Reflect","3","WHT","Single","","","","1.50","Grants [Reflect]","Y","Random ally without status","65","2","10","White","5","10","20","30","50","Holy","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","リフレク","30991002"
"White Magic","","De'Diaja","6","WHT","Single enemy","Magical","10.50","Holy","1.65","Three single attacks (3.50 each), causes [Imperil Holy 10% (15s)] every second activation","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Non-Elemental Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Brink of the Void","デディアジャ","30121331"
"White Magic","","Holy VIII (Minwu Only)","6","WHT","Single","Magical","21.30","Holy","1.65","Six single attacks (3.55 each)","Y","Lowest HP% enemy","90","2","10","White Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Radiant Forgery","ホーリー8(ミンウ専用)","30121341"
"White Magic","","Siphon Sphere (Rem Only)","6","WHT","Single enemy","Magical","21.30","Holy","1.65","Six single attacks (3.55), smart ether 1 on every second activation","Y","Lowest HP% enemy","90","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Summer Sun Festival 2020","アスピルベノム(レム専用)","30121351"
"White Magic","","Tycoon Cure (Lenna Only)","6","WHT","All allies","","","","1.20","Restores HP (17.50)","N","All allies","90","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Unbreakable Bond","タイクーン・ケアル(レナ専用)","30121361"
"White Magic","","Healing Wind (Aerith Only)","6","WHT","All allies","","","","2.10","Restores HP (25)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Planet in Peril","癒しの風(エアリス専用)","30121371"
"White Magic","","Pray (Rosa Only)","6","WHT","All allies","","","","1.65","Restores HP (20), smart ether 1 to all allies every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Autumn Festival 2020","いのり(ローザ専用)","30121381"
"White Magic","","Repair (Aphmau Only)","6","WHT","All allies","","","","1.65","Restores HP (20), restores 1 consumed ability use every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Glory Fest 2020","リペアー(アフマウ専用)","30121401"
"White Magic","","Oerba's Boon (Vanille Only)","6","WHT","All allies","","","","2.10","Restores HP (25)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Glory Fest 2020","ヲルバの祝福(ヴァニラ専用)","30121411"
"White Magic","","Pocket Potion (Iris Only)","6","WHT","All allies","","","","2.10","Restores HP (20), cast time 2.10/1.875/1.65/1.425/1.20 scaling with uses","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","King in Waiting (2021)","サポート・ポーション(イリス専用)","30121391"
"White Magic","","Starlight (Relm Only)","6","WHT","All allies","","","","1.65","Randomly restores HP (17.50) (33%), restores HP (20) (33%), restores HP (22.50) (33%) or restores HP (80) (1%)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Long-Lost Friends","スターライト(リルム専用)","30121421"
"White Magic","","Sacred Prayer (Sarah Only)","6","NAT","All allies","","","","1.65","Restores 1500 HP and grants [10% Damage Reduction Barrier 1]","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","The Hour of Fate","聖なる祈り(セーラ専用)","30121431"
"White Magic","","Archadian Draught (Larsa Only)","6","WHT","All allies","","","","1.65","Restores HP (20)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Suing for Peace","帝国の秘薬(ラーサー専用)","30121441"
"White Magic","","Altruist Leviath (Arc Only)","6","NAT","Single enemy","Magical","-","Holy, Water","1.65","Five single hybrid attacks (3.55 or 4.95 each), minimum damage 2000 (SUM only)","N","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Summoning Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","6th Anniversary Festival","優心リバイア(アルクゥ専用)","30121451"
"White Magic","","Chant (Alma Only)","6","WHT","All allies","","","","1.65","Restores HP (25), grants [White Magic Heals +10% Boost 1] to the user every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","6th Anniversary Festival","おまじない(アルマ専用)","30121471"
"White Magic","","Teary Heal (Porom Only)","6","WHT","All allies","","","","1.65","Restores HP (15), grants [HP Stock (1000)]","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","A Tender Melody Dedicated to You","ティアーズヒール(ポロム専用)","30121481"
"White Magic","","Princess's Prayer (Ovelia Only)","6","WHT","All allies","","","","1.65","Restores HP (15), grants [HP Stock (1000)]","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (FFT)","プリンセスの祈り(オヴェリア専用)","30121491"
"Combat","","Blade Bash","1","PHY","Single","Physical","1.10","-","1.65","One single attack (1.10), causes [Paralyze] (10%)","Y","Random enemy without status","60","2","10","Minor Power","3","5","10","20","30","Minor Lightning","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","みねうち","30151011"
"Combat","","Body Slam","1","PHY","Single","Physical","1.80","NE","1.65","One single attack (1.80), damages the user for 20% max HP","Y","Lowest HP% enemy","60","2","10","Minor Power","3","5","10","20","30","Minor Non-Elemental","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","体当たり","30151021"
"Combat","","Charge","2","PHY","Single","Physical","1.75","-","3.00","One single attack (1.75)","Y","Lowest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","チャージ","30151031"
"Combat","","Double Cut","2","PHY","Single","Physical","1.80","-","1.65","Two single attacks (0.90 each)","Y","Lowest HP% enemies","60","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","連続斬り","30151041"
"Combat","","Bladeblitz","4","PHY","All enemies","Physical","1.50","-","1.65","One group attack (1.50)","Y","All enemies","75","2","10","Greater Power","5","10","20","30","50","Greater Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ぜんぎり","30151051"
"Combat","","Magic Break","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), [MAG -30%] for 15 seconds","Y","Random enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Dark","3","6","12","18","30","","","","","","","Dungeons Update #1","マジックブレイク","30151061"
"Combat","","Armor Break","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), [DEF -30%] for 15 seconds","Y","Random enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Dungeons Update #1","アーマーブレイク","30151071"
"Combat","","Power Break","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), [ATK -30%] for 15 seconds","Y","Random enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Lightning","3","6","12","18","30","","","","","","","Dungeons Update #1","パワーブレイク","30151081"
"Combat","","Mental Break","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), [RES -30%] for 15 seconds","Y","Random enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Ice","3","6","12","18","30","","","","","","","Dungeons Update #1","メンタルブレイク","30151091"
"Combat","","Pound","4","PHY","Single","Physical","2.30","-","1.65","One single attack (2.30), 100% hit rate","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","Festival of Gold","叩き潰す","30151101"
"Combat","","Barrage","5","PHY","Random enemies","Physical","4.00","-","1.65","Four random attacks (1.00 each)","Y","Random enemies","100","2","10","Major Power","10","20","30","50","100","Major Earth","6","12","18","30","60","Major Wind","6","12","18","30","60","","","","","","","Dungeons Update #2","みだれうち","30151111"
"Combat","","Cripple","3","NAT","Single","","","","1.65","Damages for 25% of the target's current HP, resisted via Instant KO","Y","Highest HP% enemy","65","2","10","Power","5","10","20","30","50","Fire","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Dungeons Update #2","ぶちかます","30151121"
"Combat","","Wicked Shockwave","4","PHY","All enemies","Physical","1.60","Dark","1.65","One group attack (1.60), 100% hit rate","Y","All enemies","70","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Evil of Mardias","邪剣波","30151131"
"Combat","","Launch","3","PHY","Single","Physical","2.00","-","1.65","One single attack (2.00)","Y","Random enemy","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Lightning Strikes","スマッシュアッパー","30151141"
"Combat","","Bonecrusher","4","PHY","Single","Physical","2.80","NE","1.65","One single attack (2.80), damages the user for 25% max HP","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Lost Memories","肉斬骨断","30151151"
"Combat","","Crushdown","6","PHY","All enemies","Physical","3.60","Dark, NE","1.65","Three group ranged attacks (1.20 each), causes [Instant KO] (99%)","Y","All enemies","90","2","10","Power Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Crushdown Record","クラッシュダウン","30151161"
"Combat","","Full Charge","5","PHY","Single enemy","Physical","4.80","-","3.30","Four single attacks (1.20 each)","Y","Lowest HP% enemy","100","2","10","Major Power","10","20","40","60","100","Major Earth","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Window on the Past","フルチャージ","30151171"
"Combat","","Mind Break","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), [MND -30%] for 15 seconds","Y","Random enemy","65","2","10","Power","5","10","20","30","50","White","3","6","12","18","30","Non-Elemental","3","6","12","18","30","","","","","","","Ward of the Four Crystals","マインドブレイク","30151181"
"Combat","","Omega Drive","6","PHY","Single enemy","Physical","1.08","-","1.65","Four single attacks (0.27~1.42 each scaling with ATK)","Y","Lowest HP% enemy","160","2","10","Power Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Omega Drive Record","オメガドライブ","30151191"
"Combat","","Lifesiphon","4","PHY","Single","Physical","1.80","-","1.65","One single attack (1.80), 100% hit rate","Y","Lowest HP% enemy","150","2","10","Greater Power","5","10","20","30","50","Greater Ice","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Fang's Oath","エンドアスピル","30171111"
"Combat","","Shift Earth (Noctis Only)","6","PHY","Single enemy","Physical","6.60","Earth","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Record Board","1","0","0","0","0","Glory Fest 2020","シフトアース(ノクティス専用)","30151201"
"Support","","Salve","1","NAT","Self","","","","1.65","Restores HP (50)","Y","Self","60","4","12","Minor Power","3","5","10","20","30","Minor Holy","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","手当て","30161011"
"Support","","Boost","1","NAT","Single","","","","1.65","[ATK +25%] for 25 seconds","Y","Random ally","60","4","12","Minor Power","3","5","10","20","30","Minor Holy","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","おうえん","30161021"
"Support","","Intimidate","3","NAT","Single","","","","1.65","Causes [Paralyze] (50%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Lightning","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","いあつ","30161031"
"Support","","Sleep Attack","2","PHY","Single","Physical","1.40","-","1.65","One single attack (1.40), causes [Sleep] (10%)","Y","Random enemy without status","60","2","10","Lesser Power","5","10","20","30","50","Lesser Ice","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","スリプルアタック","30161041"
"Support","","Silence Attack","2","PHY","Single","Physical","1.40","-","1.65","One single attack (1.40), causes [Silence] (10%)","Y","Random enemy without status","60","2","10","Lesser Power","5","10","20","30","50","Lesser Ice","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","サイレスアタック","30161051"
"Support","","Venom Attack","2","PHY","Single","Physical","1.40","-","1.65","One single attack (1.40), causes [Poison] (10%)","Y","Random enemy without status","60","2","10","Lesser Power","5","10","20","30","50","Lesser Dark","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ベノムアタック","30161061"
"Support","","Dark Attack","2","PHY","Single","Physical","1.40","-","1.65","One single attack (1.40), causes [Blind] (10%)","Y","Random enemy without status","60","2","10","Lesser Power","5","10","20","30","50","Lesser Dark","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ブラインアタック","30161071"
"Support","","Wrath","4","NAT","Self","","","","1.65","[ATK +3%] for 15 seconds","N","Self","180","2","10","Greater Power","5","10","20","30","50","Greater Fire","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","いかり","30161081"
"Support","","Entrust","5","NAT","Another ally","","","","1.65","Transfers the user's Soul Break points to the target","N","Random ally","85","2","10","Major Power","10","20","30","50","100","Major White","6","12","18","30","60","Major Black","6","12","18","30","60","","","","","","","Dungeons Update #2","たくす","30161091"
"Support","","Cry","2","NAT","Single","","","","1.65","Causes [Confuse] (30%)","Y","Random enemy without status","60","2","6","Lesser Power","5","10","20","30","50","Lesser Non-Elemental","3","6","12","18","30","Lesser Dark","3","6","12","18","30","","","","","","","Dungeons Update #2","うそなき","30161101"
"Support","","Silence Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Silence] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Ice","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","サイレスバスター","30161112"
"Support","","Dark Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Blind] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","ブラインバスター","30161122"
"Support","","Venom Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Poison] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Dark","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ベノムバスター","30161132"
"Support","","Sleep Buster","3","PHY","Single","Physical","1.70","-","1.65","One single attack (1.70), causes [Sleep] (30%)","Y","Random enemy without status","65","2","10","Power","5","10","20","30","50","Ice","3","6","12","18","30","Dark","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","スリプルバスター","30161142"
"Support","","Mental Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [RES -50%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Ice","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ハイメンタルブレイク","30161152"
"Support","","Magic Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [MAG -50%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Magitek Facility Infiltration","ハイマジックブレイク","30161162"
"Support","","Power Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [ATK -40%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Lightning","3","6","12","18","30","","","","","","","The Jenova Project","ハイパワーブレイク","30161172"
"Support","","Armor Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [DEF -40%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","3","6","12","18","30","Greater Earth","3","6","12","18","30","","","","","","","The SeeD Exam Homecoming","ハイアーマーブレイク","30161182"
"Support","","Revive","2","NAT","Single ally","","","","1.50","Removes KO [Raise: 10%]","Y","Random ally with status","60","4","12","Lesser Power","5","10","20","30","50","Lesser Holy","8","15","30","45","75","","","","","","","","","","","","","The SeeD Exam Homecoming","蘇生","30161191"
"Support","","Life's Touch","2","NAT","Single","","","","1.65","Grants [Low Regen]","Y","Random ally without status","60","4","12","Lesser Power","5","10","20","30","50","Lesser Holy","8","15","30","45","75","","","","","","","","","","","","","Evil of Mardias","生命波","30161201"
"Support","","Full Break","5","PHY","Single","Physical","2.20","-","1.65","One single attack (2.20), [ATK, DEF, MAG and RES -30%] for 15 seconds","Y","Random enemy","100","2","10","Major Power","10","20","40","60","100","Major Ice","6","12","24","36","60","Major Lightning","6","12","24","36","60","","","","","","","Lost Memories","フルブレイク","30161211"
"Support","","Quadruple Foul","6","NAT","Random enemies","Hybrid","-","Poison, NE","1.65","Four random hybrid ranged attacks (1.00 or 3.33), causes Poison (26%), Sleep (26%), Blind (26%) and Silence (26%)","Y","Random enemies","90","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Tetra Foul Record","ペナルティ4","30161221"
"Support","","Affliction Break","6","PHY","Single","Physical","3.00","-","1.65","Two single attacks (1.50 each), causes [Status Chance -50%] for 15 seconds","Y","Lowest HP% enemy","100","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Affliction Break Record","ペナルティブレイク","30161231"
"Support","","Mind Breakdown","4","PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), [MND -40%] for 15 seconds","Y","Random enemy","75","2","10","Greater Power","5","10","20","30","50","Greater White","3","6","12","18","30","Greater Non-Elemental","3","6","12","18","30","","","","","","","Ward of the Four Crystals","ハイマインドブレイク","30161241"
"Support","","Judgment Grimoire (Tyro Only)","6","NAT","Single enemy","Hybrid","-","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison, NE","1.65","Three single ranged hybrid attacks (1.00 or 3.30 each)","Y","Lowest HP% enemy","120","2","10","Power Crystal","-","10","15","50","75","Black Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Summer Sun Festival 2020","断撃のグリモア(デシ専用)","30161251"
"Support","","Show of Resolve (Gordon Only)","6","NAT","Single ally","","","","1.65","Transfers the user's Soul Break points to the target, grants [Quick Cast 1]","N","Random ally prioritizing self last","100","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Black Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","The Ultimate Magic","決意の表れ(ゴードン専用)","30161261"
"Support","","High Tide (Quina Only)","6","NAT","Single ally","","","","0.83","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Quick Cast 2] to the user","N","Random ally prioritizing self last","100","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Black Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Extreme Fest 2020","満月の心得(クイナ専用)","30161271"
"Support","","Choco-Chick Blues (Sazh Only)","6","NAT","All allies","","","","1.65","Grants [10% Damage Reduction Barrier 1], grants [Struggle Mode ATK and MAG +5%/10%/20%/30%], grants [Struggle Mode 1/2/3/3] to the user if the user has Struggle Mode 0/1/2/3","N","All allies","?","2","10","Fire Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Chaotic Memories (XIII)","アフロブルース(サッズ専用)","30161281"
"Celerity","","Aim","1","PHY","Single","Physical","1.10","-","1.20","One single attack (1.10), 100% hit rate","Y","Lowest HP% enemy","60","2","10","Minor Power","3","5","10","20","30","Minor Wind","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","ねらう","30171001"
"Celerity","","Quickness","3","NAT","Self","","","","1.20","Grants [Haste]","Y","Self","65","4","12","Power","5","10","20","30","50","Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ちょこまかうごく","30171011"
"Celerity","","Shadowbind","4","PHY","Single","Physical","2.10","-","1.20","One single ranged attack (2.10), causes [Stop] (40%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","Magitek Facility Infiltration","影縫い","30171021"
"Celerity","","Wind Slash","2","PHY","Single","Physical","1.40","Wind","1.20","One single ranged attack (1.40)","Y","Lowest HP% enemy","55","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","かまいたち","30171031"
"Celerity","","Leg Shot","3","PHY","Single","Physical","1.70","-","1.20","One single attack (1.70), causes [Slow] (20%)","Y","Highest HP% enemy","65","2","10","Power","5","10","20","30","50","Earth","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #2","足を狙う","30171051"
"Celerity","","Quick Hit","5","PHY","Single","Physical","2.40","-","0.01","Two single attacks (1.20 each)","Y","Highest HP% enemy","95","2","10","Major Power","10","20","30","50","100","Major Wind","15","30","45","75","150","","","","","","","","","","","","","Magitek Facility Infiltration","クイックトリック","30171061"
"Celerity","","Dagger Toss","2","PHY","Single","Physical","1.70","-","1.20","One single ranged attack (1.70)","Y","Lowest HP% enemy","60","2","10","Lesser Power","5","10","20","30","50","Lesser Wind","8","15","30","45","75","","","","","","","","","","","","","Aspiring Hero","ダガーショット","30171071"
"Celerity","","Tempo Flurry","3","PHY","Single","Physical","1.80","-","1.20","Two single attacks (0.90 each), causes [Slow] (20%)","Y","Random enemies without status","65","2","10","Power","5","10","20","30","50","Lightning","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Aspiring Hero","デュアルディレイ","30171081"
"Celerity","","Dismissal","4","PHY","Single","Physical","2.05","-","1.20","One single attack (2.05), causes [Stun] (25%)","Y","Lowest HP% enemy","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Aspiring Hero","断動","30171091"
"Celerity","","Paralyzing Shot","4","PHY","Single","Physical","2.10","-","1.20","One single attack (2.10), causes [Paralyze] (25%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Wind","3","6","12","18","30","","","","","","","Defying Fate","パラライズショット","30171101"
"Celerity","","Northern Cross","6","NAT","Single enemy","Hybrid","-","Ice, NE","1.20","Four single attacks (1.00 or 3.33 each), causes [Stun] (17%) and [Stop] (17%)","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Northern Cross Record","ノーザンクロス","30171121"
"Celerity","","Powerchain","5","PHY","Single","Physical","2.00","-","1.20","Two single attacks (1.00 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","95","2","10","Major Power","10","20","40","60","100","Major White","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Window on the Past","チェーンスターター","30171131"
"Celerity","","Dervish","6","PHY","Single enemy","Physical","3.84","-","1.20","Eight single attacks (0.48 each), 0.60 multiplier if the user has Haste, grants [Haste] to the user","Y","Lowest HP% enemy","100","2","10","Power Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Dervish Record","スピードスター","30171141"
"Celerity","","Leaping Rush","5","PHY","Single enemy","Physical","2.72","-","1.20","4/5/6/7 single attacks (0.68 each) if the user used 0/3/5/7 damaging actions","Y","Lowest HP% enemy","95","2","10","Major Power","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Shield of the King","リッパーラッシュ","30171171"
"Celerity","","Ripping Blast","5","PHY","Single enemy","Physical","2.25","Wind","1.20","3/4/5 single attacks (0.75 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","70","2","10","Major Power","10","20","40","60","100","Major Earth","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","3rd Anniversary Carnival","リッパーブラスト","30171181"
"Celerity","","Flash Disaster","6","PHY","Single enemy","Physical","2.25","Wind, Lightning","0.01","Three single attacks (0.75 each)","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Stuff of Nightmares","クイックディザスター","30171194"
"Celerity","","Ripper Bolt","5","PHY","Single enemy","Physical","2.25","Lightning","1.20","3/4/5 single attacks (0.75 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","70","2","10","Major Power","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Spark in the Void","リッパーボルト","30171201"
"Celerity","","Ripping Plasma","6","PHY","Single enemy","Physical","3.40","Lightning","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Y","Lowest HP% enemy","80","2","10","Power Crystal","10","20","30","50","100","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Last Tears","リッパープラズマ","30171211"
