Realm,Character,Img,Name,Tier,Type,Target,Formula,Multiplier,Element,Time,Effects,Counter,Auto Target,Points,Soulbreak Bonus,Relic,Name (JP),ID
IV,Tellah,,Sage's Testament,AASB,BLK,Single enemy,Magical,22.50,"Earth, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Earth, Awoken Earth, Damage Cap +10000 and Unleashed Earth to the user",N,Lowest HP% enemy,500,MAG +10,Elder Staff (IV),老賢者の啓示,20640007.0
IV,Tellah,,Sage's Scars,AOSB,BLK,Single enemy,Magical,79.50,Earth,2.5,Three single attacks (26.50 each) capped at 99999,N,Lowest HP% enemy,750,MAG +10,Dragon Rod (IV),老賢者の剛痕,20640008.0
IV,Tellah,,Reminiscing Memories,Glint+,NAT,Self,,,,0.01,"Grants Attach Earth Stacking, Attach Earth and Instant Cast 1",N,Self,0,MAG +10,Wizard Rod (IV),回顧する地層,20640009.0
IV,Edge,,Eblan Stunner,Default,PHY,Single enemy,Physical,1.50,-,2.5,"One single attack (1.50), causes Paralyze (20%)",N,Random enemy without status,500,,-,エブラーナ流・影縛り,20980001.0
IV,Edge,,Eblan Water Veil,SB,PHY,All enemies,Physical,3.45,Water,2.5,"Three group ranged attacks (1.15 each), causes Stun (100%)",N,All enemies,500,,Murasame (IV),エブラーナ流・水遁,20980002.0
IV,Edge,,Eblan Dual Wield,SB,PHY,Single enemy,Physical,5.28,Lightning,2.5,"Eight single attacks (0.66 each), causes Paralyze (100%) and Slow (100%)",N,Lowest HP% enemy,500,,Kotetsu (IV),エブラーナ二刀流,20980003.0
IV,Edge,,Inferno,SSB,PHY,All enemies,Physical,5.80,"Fire, NE",0.01,Four group ranged attacks (1.45 each),N,All enemies,500,ATK +10,Sasuke's Katana (IV),かえんりゅう,20980004.0
IV,Edge,,Seething Waters,BSB,PHY,Single enemy,Physical,6.64,"Water, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Water and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Mutsunokami (IV),水遁・怒髪衝天,20980005.0
IV,Edge,,Eblan Doppelganger,SSB,NAT,All allies,,,,0.01,"Grants Haste, Last Stand and Physical Blink 1",N,All allies,500,ATK +10,Red Jacket (IV),エブラーナ流・分身,20980006.0
IV,Edge,,Chaotic Moon,USB,PHY,Random enemies,Physical,7.10,"Water, Lightning",2.5,"Ten random attacks (0.71 each), grants Chaotic Moon to the user",N,Random enemies,500,ATK +10,Kiku-ichimonji (IV),乱れ名月,20980007.0
IV,Edge,,Noxious Fangs,USB,PHY,Single enemy,Physical,6.30,"Water, Poison",0.01,"Ten single attacks (0.63 each), grants Physical Blink 1, Last Stand and Haste to all allies",N,Lowest HP% enemy,500,ATK +10,Ama-no-Murakumo (IV),乱れ毒牙,20980009.0
IV,Edge,,Trinity Attack,AASB,NAT,Single enemy,Hybrid,-,"Water, Fire, Lightning, NE",2.5,"Fifteen single hybrid attacks (0.60 or 222.50 each), grants Awoken Ninja, Damage Cap +10000, Ninja High Quick Cast and Eblan Way Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Edge’s Guise (IV),三位一体,20980011.0
IV,Edge,,Eblan All Creation,AOSB,NAT,Single enemy,Hybrid,-,"Water, Fire, Lightning",2.5,Three single ranged hybrid attacks (8.00 or 3975.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Fuma Shuriken (IV),エブラーナ流・森羅万象,20980012.0
IV,Edge,,Purple Lightning,Glint+,NAT,Self,,,,0.01,Grants Weakness +30% Boost for 15 seconds and High Quick Cast 2,N,Self,0,ATK +10,Kagenui (IV), 紫電一閃,20980013.0
IV,Edge,,Chain of Water,CSB,NAT,All allies,,,,2.5,"Activates Water Chain (max 99, field +20%)",N,All allies,500,,Edge's Armguard (IV),チェインオブウォータ,20980014.0
IV,Fusoya,,Bless,Default,NAT,All allies,,,,2.75,Grants Low Regen,N,All allies,500,,-,せいしんは,20730001.0
IV,Fusoya,,Lunar Auspice,SB,BLK,All enemies,Magical,9.40,-,3.0,"Four group attacks (2.35 each), MAG +20% to all allies for 25 seconds",N,All enemies,500,,Faerie Rod (IV),月の魔導,20730002.0
IV,Fusoya,,Lunarian Might,SSB,NAT,All enemies,,,,2.5,"Causes Imperil Dark 20% for 25 seconds, MAG and MND +30% to all allies for 25 seconds",N,All enemies,500,MAG +10,Radiant Robe (IV),月の民の力,20730003.0
IV,Fusoya,,Lunarian Prayer,BSB,BLK,Single enemy,Magical,15.04,"Holy, NE",2.5,"Eight single attacks (1.88 each), grants Haste, Attach Holy and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Gravity Rod (IV),月の民の祈祷,20730004.0
IV,Fusoya,,Lunarian Mysteries,USB,WHT,Single enemy,Magical,18.00,"Holy, NE",2.5,"Ten single attacks (1.80 each), causes Medium Imperil Holy, grants Attach Holy and Quick Cast 3 to the user, grants Holy Radiant Shield: 75% to all allies",N,Lowest HP% enemy,500,MAG +10,Moon Rod (IV),月の民の神秘,20730005.0
IV,Golbez,,Binding Cold,Default,NAT,All enemies,,,,2.75,Causes Paralyze (20%),N,All enemies,500,,-,呪縛の冷気,20630001.0
IV,Golbez,,Black Fang,SB,NAT,Single enemy,Magical,11.20,-,3.0,Four single attacks (2.80 each),N,Random enemy,500,,Rune Axe (IV),黒い牙,20630002.0
IV,Golbez,,Nightglow,SB,BLK,All enemies,Magical,7.50,Dark,3.0,"Two group attacks (3.75 each), causes Sap (29%)",N,All enemies,500,,Ebon Armor (IV),ナイトグロウ,20630003.0
IV,Golbez,,Cosmic Ray,SSB,BLK,Single enemy,Magical,17.84,Dark,3.0,"Eight single attacks (2.23 each), MAG +30% to the user for 15 seconds",N,Lowest HP% enemy,500,MAG +10,Golbez's Gauntlets (IV),コズミックレイ,20630004.0
IV,Golbez,,Twin Moon,BSB,BLK,Single enemy,Magical,17.43,"Dark, NE",2.5,"Seven single attacks (2.49 each), MAG +30% to the user for 25 seconds, grants Haste, Sentinel and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Zeromus Shard (IV),双月,20630005.0
IV,Golbez,,Genesis Rock,SSB,BLK,All enemies,Magical,9.42,Dark,2.5,"Six group attacks (1.57 each), grants Attach Dark to the user",N,All enemies,500,MAG +10,Golbez's Cloak (IV),ジェネシスロック,20630006.0
IV,Golbez,,Master of Baron,USB,BLK,Single enemy,Magical,17.00,"Dark, NE",2.5,"Ten single attacks (1.70 each), DEF and MAG +30% to the user for 25 seconds, grants Attach Dark and HP Stock (6000) to the user",N,Lowest HP% enemy,500,MAG +10,Gigant Axe (IV),バロンの支配者,20630007.0
IV,Golbez,,Darkbind Miasma,CSB,NAT,All allies,,,,2.5,"Activates Dark Chain (max 150, field +50%), MAG +50% for 25 seconds",N,All allies,500,MAG +10,Demon's Rod (IV),黒縛の瘴気,20630008.0
IV,Golbez,,Abyssal Quasar,BSB,BLK,Single enemy,Magical,15.04,"Dark, NE",2.5,"Eight single attacks (1.88 each), grants Dark Radiant Shield: 75% to all allies, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Giant's Glove (IV),アビスクエーサー,20630009.0
IV,Golbez,,Creature of Shadow,USB,BLK,Single enemy,Magical,17.00,"Dark, NE",2.5,"Ten single attacks (1.70 each), damages the user for 99% max HP, grants Attach Dark, Stoneskin: 100% and Shadow Dragon Mode to the user",N,Lowest HP% enemy,500,MAG +10,Master Rod (IV),参れ、黒竜！,20630010.0
IV,Golbez,,Cloaked in Night,Glint,NAT,Self,,,,0.01,Grants Magical Quick Cast and Darkness Rank Boost,N,Self,250,MAG +10,Giant's Axe (IV),闇に染まりし魔人,20630011.0
IV,Cid (IV),,Head of Steam,Default,NAT,Self,,,,2.5,ATK and DEF +15% for 25 seconds,N,Self,500,,-,バイタリティ,22570003.0
IV,Cid (IV),,Monkey Wrench,SSB,PHY,All enemies,Physical,5.88,-,2.5,"Six group ranged attacks (0.98 each), ATK, DEF, MAG, RES and MND -30% for 25 seconds",N,All enemies,500,ATK +10,Cid's Gloves (IV),改造,22570001.0
IV,Cid (IV),,Jump Start,SSB,PHY,Random enemies,Physical,7.80,"Lightning, NE",2.5,"Five random ranged attacks (1.56 each), causes Imperil Lightning 20% for 25 seconds",N,Random enemies,500,ATK +10,Thor's Hammer (IV),しかける,22570002.0
IV,Cid (IV),,Falcon Drill,BSB,PHY,Random enemies,Physical,7.36,"Lightning, NE",2.5,"Eight random attacks (0.92 each), ATK, DEF, MAG and RES -40% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Gaia Hammer (IV),ファルコン号ドリル,22570004.0
IV,Cid (IV),,X Chaser,USB,PHY,Single enemy,Physical,7.20,Lightning,2.5,"Ten single attacks (0.72 each), ATK and MAG -70% for 8 seconds, grants Quick Cast and Old Man's Hammer Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Sledgehammer (IV),エックスチェイサー,22570005.0
IV,Ceodore,,White Magic Cure,Default,WHT,Single ally,,,,2.5,Restores HP (55),N,Lowest HP% ally,500,,-,しろまほう・ケアル,22720003.0
IV,Ceodore,,Holy Cross,BSB,PHY,Single enemy,Physical,7.52,"Holy, NE",2.5,"Eight single attacks (0.94 each), restores HP to all allies for 40% of their maximum HP, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Enhancer (IV),ホーリークロス,22720001.0
IV,Ceodore,,Cross Slash,SSB,PHY,All enemies,Physical,5.05,"Holy, NE",2.5,"Five group attacks (1.01 each), grants Attach Holy to the user",N,All enemies,500,ATK +10,Force Armor (IV),クロススラッシュ,22720002.0
IV,Ceodore,,Trinity Slash,USB,PHY,Single enemy,Physical,7.20,"Holy, Lightning",2.5,"Ten single attacks (0.72 each), ATK and RES +30% to the user for 25 seconds, grants Attach Holy and Sentinel to the user",N,Lowest HP% enemy,500,ATK +10,Ceodore's Blade (IV),トリニティスラッシュ,22720004.0
IV,Ceodore,,Vibra Cross,AASB,PHY,Single enemy,Physical,9.00,"Holy, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Holy, Awoken Holy, Damage Cap +10000 and New Red Wings Mode to the user",N,Lowest HP% enemy,500,ATK +10,Sun Blade (IV),バイブレイ・クロス,22720005.0
IV,Ceodore,,Gleam Thruster,AOSB,PHY,Single enemy,Physical,19.00,Holy,2.5,"Twenty single attacks (0.55 each), followed by one single ranged attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Valiant Knife (IV),グリームスラスター,22720006.0
IV,Ceodore,,Holy Band,CSB,NAT,All allies,,,,2.5,"Activates Holy Chain (max 150, field +50%), ATK +50% for 25 seconds",N,All allies,500,ATK +10,Brave Blade (IV),ホーリーバンド,22720007.0
IV,Ceodore,,Twin Rush,USB,PHY,Single enemy,Physical,7.10,"Holy, NE",2.5,"Ten single attacks (0.71 each), grants Instant Cast 1, Attach Holy and Twin Rush to the user",N,Lowest HP% enemy,500,ATK +10,Braveheart (IV),ツインラッシュ,22720008.0
IV,Ceodore,,Cross Charge,Glint+,NAT,Self,,,,0.01,Grants Soul Break Gauge +500,N,Self,0,ATK +10,Moonblade (IV),クロスチャージ,22720009.0
IV,Rubicante,,Gift of Healing,Default,WHT,Single ally,,,,2.5,Removes KO (40% HP),N,Random ally with status,500,,-,回復してやろう,22870003.0
IV,Rubicante,,Trueflame Inferno,BSB,BLK,All enemies,Magical,11.94,"Fire, NE",2.5,"Six group attacks (1.99 each), grants Haste, Attach Fire and Burst Mode to the user",N,All enemies,500,MAG +10,Trueflame Cloak (IV),真・かえんりゅう,22870001.0
IV,Rubicante,,Fire Exemplar,SSB,BLK,Random enemies,Magical,17.68,"Fire, NE",2.5,"Eight random attacks (2.21 each), causes Imperil Fire 20% for 25 seconds",N,Random enemies,500,MAG +10,Rubicante's Grasp (IV),炎術の手本,22870002.0
IV,Rubicante,,Point-Blank Inferno,USB,BLK,Single enemy,Magical,17.00,"Fire, Dark",2.5,"Ten single attacks (1.70 each), causes Imperil Fire 20%, grants Attach Fire and Quick Cast 3 to the user, grants Fire Radiant Shield: 75% to all allies",N,Lowest HP% enemy,500,MAG +10,Darksteel Claws (IV),零距離かえんりゅう,22870004.0
IV,Ursula,,Tenketsu,Default,WHT,Single enemy,,,,2.5,Causes Instant KO (20%),N,Lowest HP% enemy,500,,-,てんけつ,23030003.0
IV,Ursula,,Five Star Crimson Palm,BSB,PHY,Single enemy,Physical,6.64,"Earth, Fire",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Earth and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Master Fists (IV),五星紅天掌,23030001.0
IV,Ursula,,Chakra (IV),SSB,NAT,All allies,,,,2.5,"Restores HP for 40% of the target's maximum HP, grants Last Stand, RES +100% for 25 seconds",N,All allies,500,ATK +10,Rune Claws (IV),チャクラ【IV】,23030002.0
IV,Ursula,,Moonflower Skyfall,AOSB,PHY,Single enemy,Physical,24.00,"Earth, Fire",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Strong Gloves (IV),花月天地,23030004.0
IV,Ursula,,Crushing Fist,USB,PHY,Single enemy,Physical,7.10,"Earth, Fire",2.5,"Ten single attacks (0.71 each), grants Attach Earth and Ladle of Love Mode to the user",N,Lowest HP% enemy,500,ATK +10,Crystal Gloves (IV),砕岩ノ拳打,23030005.0
IV,Ursula,,Assert Dominance,Glint,NAT,Self,,,,0.01,Grants High Quick Cast 2 and Warlord Mode 1/2/3/3 if the user has Warlord Mode 0/1/2/3,N,Self,250,ATK +10,Chakra Band (IV),威武剛豪,23030006.0
IV,Barbariccia,,Stone Touch,Default,NAT,Single enemy,,,,2.5,Causes Petrify (50%),N,Random enemy without status,500,,-,ゆびさき,23220003.0
IV,Barbariccia,,Whirlwind,USB,BLK,Single enemy,Magical,17.00,"Wind, NE",2.5,"Ten single attacks (1.70 each), MAG and RES +30% to the user for 25 seconds, grants Attach Wind and Fair Wind Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Barbariccia's Dagger (IV),たつまき,23220001.0
IV,Barbariccia,,Maelstrom (IV),BSB,BLK,Single enemy,Magical,15.04,"Wind, NE",2.5,"Eight single attacks (1.88 each), causes Imperil Wind 20% for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Aerial (IV),ミールストーム,23220002.0
IV,Barbariccia,,Darkness Storm,AASB,BLK,Single enemy,Magical,22.50,"Wind, Dark, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Wind, Awoken Wind, Damage Cap +10000 and Darkness Storm Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Wonder Wing (IV),ダークネスストーム,23220004.0
IV,Barbariccia,,Tempest,AOSB,BLK,Single enemy,Magical,62.90,Wind,2.5,"Twenty single attacks (1.82 each), followed by one single attack (26.50) capped at 99999",N,Lowest HP% enemy,750,MAG +10,Wind Stick (IV),おおあらし,23220005.0
IV,Barbariccia,,Tornado Eye,Glint+,NAT,Self,,,,0.01,"Grants Attach Wind Stacking, Attach Wind and Instant Cast 1",N,Self,0,MAG +10,Air Knife (IV),トルネードアイ,23220006.0
V,Lenna,,Mass Regen,Default,WHT,All allies,,,,2.5,Grants Low Regen,Y,All allies,500,,-,全体リジェネ,20200001.0
V,Lenna,,Royal Devotion,SB,WHT,Single ally,,,,2.5,Removes KO (100% HP),Y,Random ally with status,500,,Healing Staff (V),王女の慈愛,20200002.0
V,Lenna,,Princess' Favor,SB,WHT,All allies,,,,3.0,"Restores HP (50), grants High Regen",N,All allies,500,,Sage's Staff (V),王女の加護,20200003.0
V,Lenna,,Flames of War,SB,NAT,All allies,,,,3.0,"ATK +30% for 25 seconds, grants Haste",N,All allies,500,,Power Staff (V),闘志の炎,20200004.0
V,Lenna,,Messianic Rebirth,SSB,WHT,All allies,,,,2.5,"Restores HP (50), grants Reraise: 40%",N,All allies,500,MND +10,Protector of Life (V),メサイアリタネイション,20200005.0
V,Lenna,,Pride of Tycoon,SSB,WHT,All allies,,,,3.0,"Restores HP (85), RES +50% for 25 seconds",N,All allies,500,MND +10,Mace of Zeus (V),タイクーンプラウド,20200006.0
V,Lenna,,Phoenix of Tycoon,BSB,WHT,All allies,,,,2.5,"Restores HP (55), grants Reraise: 40%, RES and MND +30% to the user for 25 seconds, grants Haste and Burst Mode to the user",N,All allies,500,MND +10,Nirvana (V),タイクーンフェニックス,20200007.0
V,Lenna,,Moogle Boost,USB,NAT,All allies,,,,2.5,"ATK, MAG and RES +30% for 25 seconds, grants HP Stock (3000)",N,All allies,500,MND +10,Lenna's Dress (V),モーグリのおんがえし,20200008.0
V,Lenna,,Tender Mercy,BSB,WHT,All allies,Magical,3.00,Holy,2.5,"Restores HP (85), damages undeads, grants Minor Resist Ice, grants Haste and Burst Mode to the user",N,All allies,500,MND +10,Rune Staff (V),温かい恵愛,20200009.0
V,Lenna,,Tycoon Princess,USB,WHT,All allies,,,,2.5,"Restores HP (85), grants Stoneskin: 30% and Last Stand",N,All allies,500,MND +10,Healing Rod (V),タイクーン・プリンセス,20200010.0
V,Lenna,,Essence of Water,USB,WHT,All allies,,,,0.01,"Restores HP (85), grants Regenga, Minor Resist Ice and Minor Resist Water, grants Quick Cast to the user",N,All allies,500,MND +10,Holy Rod (V),水の心「いたわり」,20200011.0
V,Lenna,,Greatest Love,Glint,WHT,All allies,,,,0.01,Restores HP (55),N,All allies,250,MND +10,White Robe (V),無上の愛,20200012.0
V,Lenna,,Champion of Life,AASB,WHT,All allies,,,,0.01,"Restores HP (105), Removes KO (100% HP), grants Last Stand, Dual Blink 1 and Haste, grants Awoken Love Mode to the user",N,All allies,500,MND +10,Tycoon Staff (V),命と魂の護り手,20200014.0
V,Lenna,,Tycoon's Protection,Glint+,NAT,All allies,,,,0.01,"Grants Protect, Shell and Haste",N,All allies,0,MND +10,Recovery Rod (V),タイクーンガード,20200015.0
V,Galuf,,Clenched Fist,Default,PHY,Single enemy,Physical,1.50,-,3.0,One single attack (1.50),Y,Lowest HP% enemy,500,,-,老練の拳,20650001.0
V,Galuf,,Unyielding Fist,SB,NAT,Self,,,,3.0,Grants Unyielding Fist,N,Self,500,,Kaiser Knuckles (V),不撓不屈,20650002.0
V,Galuf,,Fist of the Dawn,SB,PHY,Single enemy,Physical,5.00,-,2.5,"One single attack (5.00), ATK +35% to all allies for 25 seconds",N,Lowest HP% enemy,500,,Thor Hammer (V),暁の一撃,20650003.0
V,Galuf,,Platinum Hazard,SB,PHY,All enemies,Physical,4.16,-,2.5,"Four group attacks (1.04 each), grants Critical Chance 25% to all allies for 25 seconds",N,All enemies,500,,Mjolnir (V),プラチナハザード,20650004.0
V,Galuf,,Unshaken Resolve,SSB,PHY,Single enemy,Physical,7.80,-,2.5,"Four single attacks (1.95 each), grants Unyielding Fist to the user, ATK +50% to the user for 25 seconds",N,Lowest HP% enemy,500,ATK +10,Titan's Gloves (V),百折不撓,20650005.0
V,Galuf,,Sweet Sorrow,BSB,PHY,Single enemy,Physical,7.62,"Fire, Earth",2.5,"Six single attacks (1.27 each), causes Imperil Fire 20% for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Sledgehammer (V),離愁,20650006.0
V,Galuf,,Inner Peace,SSB,NAT,All allies,,,,2.5,"Grants High Regen, grants Critical Chance 50% for 25 seconds, grants Attach Fire to the user",N,All allies,500,ATK +10,Jujitsu Gi (V),心頭滅却,20650007.0
V,Galuf,,Martial Might,USB,NAT,All allies,,,,2.5,"ATK and MAG +30%, grants Haste, grants Attach Earth to the user",N,All allies,500,ATK +10,Platinum Hammer (V),奮励努力,20650008.0
V,Galuf,,Renewed Vigor,BSB,PHY,Single enemy,Physical,6.64,"Earth, Fire",2.5,"Eight single attacks (0.83 each), causes Imperil Earth 20% for 25 seconds, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Murasame (V),捲土重来,20650009.0
V,Galuf,,Immortal Soul,CSB,NAT,All allies,,,,2.5,"Activates Earth Chain (max 150, field +50%), ATK +50% for 25 seconds",N,All allies,500,ATK +10,Triton Hammer (V),霊魂不滅,20650010.0
V,Galuf,,Heart and Soul,USB,PHY,Single enemy,Physical,7.10,"Earth, Fire",2.5,"Ten single attacks (0.71 each), causes Imperil Earth 20% for 25 seconds, grants ATK and RES +30%, Quick Cast 1 and Earth Quick Cycle to the user",N,Lowest HP% enemy,500,ATK +10,Godhand (V),一心不乱,20650011.0
V,Galuf,,Abiding Strike,Glint,PHY,Single enemy,Physical,3.12,"Earth, NE",0.01,"Six single attacks (0.52 each), grants Attach Earth Stacking and Attach Earth to the user",N,Lowest HP% enemy,250,ATK +10,Yakei (V),金剛,20650012.0
V,Galuf,,Closest Bonds,AOSB,PHY,Single enemy,Physical,24.00,Earth,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Galuf's Guise (V),知己朋友,20650013.0
V,Galuf,,Righteous Conviction,AASB,PHY,Single enemy,Physical,9.00,"Earth, NE",2.5,"Fifteen single attacks (0.60 each), grants Attach Earth, Damage Cap +10000, Awoken Endurance, Last Stand, Stoneskin: 100% and Final Stand to the user",N,Lowest HP% enemy,500,ATK +10,Buster Hammer (V),天理人情,20650014.0
V,Galuf,,Indomitable Strength,Glint+,NAT,Self,,,,0.01,"Grants Attach Earth Stacking, Attach Earth and Instant Cast 1",N,Self,0,ATK +10,Tiger Fang (V),勇剛,20650015.0
V,Gogo (V),,Art of Mimicry,Default,NAT,-,,,,2.5,"50% chance to cast the last ability used by an ally, default ability (PHY: single, 1.50 physical). Also grants 270 SB points to the user if successful?",N,-,500,,-,ものまね芸,22730003.0
V,Gogo (V),,Deep Aqua Breath,BSB,BLK,All enemies,Magical,11.94,"Water, NE",2.5,"Six group attacks (1.99 each), grants Haste, Attach Water and Burst Mode to the user",N,All enemies,500,MAG +10,Mimic's Rod (V),深海アクアブレス,22730001.0
V,Gogo (V),,Fantastic Symmetry,SSB,NAT,All allies,,,,2.5,"ATK and MAG +30%, grants Haste",N,All allies,500,MAG +10,Mimic's Hat (V),幻想シンメトリー,22730002.0
V,Gogo (V),,Sunken Rhapsody,USB,NAT,All allies,,,,0.01,"Grants Haste and Last Stand, grants Attach Water to the user, casts the last ability used by an ally twice, default ability (PHY: single, 1.50 physical)",N,All allies,500,MAG +10,Empyrean Rod (V),沈塔ラプソディ,22730004.0
V,Gogo (V),,Deep Imitation,Glint,NAT,Self,,,,0.01,"Grants Attach Water Stacking and Attach Water, casts the last ability used by an ally, default ability (PHY: single, 1.50 physical)",N,Self,250,MAG +10,Gogo's Coat (V),潜海イミテーション,22730005.0
V,Gogo (V),,Essence of Mimicry,CSB,NAT,All allies,,,,2.5,"Activates Water Chain (max 150, field +50%), MAG +50% for 25 seconds",N,All allies,500,MAG +10,Mirage Morion (V),極意伝道？,22730006.0
V,Gogo (V),,Sunken Fantasista,AASB,BLK,Single enemy,Magical,22.50,"Water, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Water, Awoken Water, Damage Cap +10000 to the user, casts the last ability used by an ally twice, default ability (PHY: single, 1.50 physical)",N,Lowest HP% enemy,500,MAG +10,Oceanic Rod (V),海底ファンタジスタ,22730007.0
V,Gogo (V),,Surprise of the Abyss,Glint+,NAT,Self,,,,0.01,"Grants Attach Water Stacking, Attach Water and Instant Cast 1 to the user",N,Self,0,MAG +10,Mirage Rod (IV),深淵サプライズ,22730008.0
V,Gilgamesh,,Morphing Time!,Default,NAT,Self,,,,3.0,ATK +35% for 25 seconds,N,Self,500,,-,ギルガメッシュチェンジ,20810001.0
V,Gilgamesh,,Death Claw,SB,PHY,Single enemy,Physical,5.10,-,2.75,"Three single jump attacks (1.70 each), causes Paralyze (21%)",Y,Random enemy without status,500,,Kotetsu (V),デスクロー,20810002.0
V,Gilgamesh,,Repentance,SB,PHY,Single enemy,Physical,5.13,-,3.0,"Three single ranged jump attacks (1.71 each), grants Protect, Shell and Haste to the user",N,Lowest HP% enemy,500,,Zantetsuken (V),反省,20810005.0
V,Gilgamesh,,Faithful Companion,SSB,PHY,All enemies,Physical,6.00,-,2.5,"Three group attacks (2.00 each), grants High Regen to all allies",N,All enemies,500,DEF +10,Genji Blade (V),相棒コンビネーション,20810004.0
V,Gilgamesh,,Gilgamesh Morphing Time,BSB,PHY,Single enemy,Physical,7.84,-,2.5,"Eight single attacks (0.98 each), grants Haste, Sentinel and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Masamune (V),秘剣・八方ふさがり,20810006.0
V,Gilgamesh,,Strange Bedfellow,OSB,PHY,Single enemy,Physical,10.80,-,2.5,"One single attack (10.80) capped at 99999, 13.20 multiplier if all allies are alive",N,Lowest HP% enemy,500,ATK +10,Gilgamesh's Naginata (V),今こそオレも仲間,20810007.0
V,Gilgamesh,,All's Fair,USB,PHY,Single enemy,Physical,7.20,-,2.5,"Ten single attacks (0.72 each), grants High Retaliate, 50% Critical, and EX: Legendary Swordsman to the user",N,Lowest HP% enemy,500,ATK +10,Genji Gloves (V),奥義・天下御免,20810008.0
V,Gilgamesh,,Historic Splendor,CSB,NAT,All allies,,,,2.5,"Activates Fire Chain (max 150, field +50%), ATK +50% for 25 seconds",N,All allies,500,ATK +10,Gilgamesh's Guise (V),歴史に残るかっこ良さ！,20810009.0
V,Gilgamesh,,No Justice,USB,PHY,Single enemy,Physical,7.10,"Fire, NE",2.5,"Ten single attacks (0.71 each), grants Attach Fire and EX: No Discussion to the user",N,Lowest HP% enemy,500,ATK +10,Ama-no-Murakumo (V),奥義・仁義御免,20810010.0
V,Gilgamesh,,Gilgamesh Scorching Time,BSB,PHY,Single enemy,Physical,6.64,"Fire, NE",2.5,"Eight single attacks (0.83 each), grants Haste, Attach Fire and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Art of War (V),秘剣・炎天下,20810011.0
V,Gilgamesh,,Weapons of War,AOSB,PHY,Single enemy,Physical,19.00,Fire,2.5,"Twenty single attacks (0.55 each), followed by one single attack (8.00) capped at 99999",N,Lowest HP% enemy,750,ATK +10,Zanmato (V),古今東西武器繚乱！,20810012.0
V,Gilgamesh,,Supreme Deliverance,USB,PHY,Single enemy,Physical,7.20,Fire,2.5,"Ten single attacks (0.72 each), grants Fire Radiant Shield: 75% to all allies, grants High Quick Cast 2 and Brave Mode to the user",N,Lowest HP% enemy,500,ATK +10,Gilgamesh's Helm (V),奥義・無双御免,20810013.0
V,Gilgamesh,,Safe Bastion,Glint,NAT,All allies,,,,0.01,"Grants Stoneskin: 30%, RES +100% for 25 seconds",N,All allies,250,ATK +10,Masamune Dimensional (V),じょうとうだぜ！,20810014.0
V,Bartz,,Shield Toss,Default,PHY,Single enemy,Physical,1.40,-,2.75,"One single attack (1.40), DEF +30% to the user for 20 seconds",N,Lowest HP% enemy,500,,-,ライズランス,20400002.0
V,Bartz,,Blade Wing,SB,PHY,All enemies,Physical,3.10,Wind,3.0,"Two group attacks (1.55 each), causes Sap (29%)",Y,All enemies,500,,Air Knife (V),風の刃,20400001.0
V,Bartz,,Lupine Barrage,SB,PHY,Single enemy,Physical,5.25,-,2.5,"Five single attacks (1.05 each), ATK +35% to the user for 25 seconds",N,Random enemy,500,,Brave Blade (V),ルパイントレース,20400003.0
V,Bartz,,Trueblade of Legend,SSB,PHY,Single enemy,Physical,7.90,-,2.5,"Five single attacks (1.58 each), DEF +50% to all allies for 25 seconds",N,Lowest HP% enemy,500,ATK +10,Excalibur (V),真なる伝説の剣,20400004.0
V,Bartz,,Hurricane Tomahawk,SB,PHY,All enemies,Physical,4.16,Wind,2.5,"Four group ranged attacks (1.04 each), grants Attach Wind to the user",N,All enemies,500,,Spirit Bardiche (V),ハリケーントマホーク,20400005.0
