"ID","Realm","Rarity","BaseRarity","Type","Category","Level","Atk","Def","Mag","Res","Mnd","Acc","Eva","Effect","Character","SoulBreak","LegendMateria","Synergy","CorrectedType","CorrectedCategory","CorrectedRealm","ID","Realm","Rarity","BaseRarity","Type","Category","Level","Atk","Def","Mag","Res","Mnd","Acc","Eva","Effect","Character","SoulBreak","LegendMateria","Synergy","CorrectedType","CorrectedCategory","CorrectedRealm"
"210024320","XIII","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Lightning","Army of One Evolved","","No","1 ","2 ","13","210024320","XIII","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Lightning","Army of One Evolved","","Yes","1 ","2 ","13"
"210024321","XIII","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Lightning","Army of One Evolved","","No","1 ","2 ","13","210024321","XIII","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Lightning","Army of One Evolved","","Yes","1 ","2 ","13"
"210024322","XIII","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Lightning","Army of One Evolved","","No","1 ","2 ","13","210024322","XIII","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Lightning","Army of One Evolved","","Yes","1 ","2 ","13"
"210024340","XIV","5","5","Weapon ","Sword","20","147.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","No","1 ","2 ","14","210024340","XIV","5","5","Weapon ","Sword","70","236.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","Yes","1 ","2 ","14"
"210024341","XIV","6","5","Weapon ","Sword","25","156.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","No","1 ","2 ","14","210024341","XIV","6","5","Weapon ","Sword","85","263.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","Yes","1 ","2 ","14"
"210024342","XIV","7","5","Weapon ","Sword","30","164.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","No","1 ","2 ","14","210024342","XIV","7","5","Weapon ","Sword","100","290.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","Yes","1 ","2 ","14"
"210024343","XIV","8","5","Weapon ","Sword","35","173.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","No","1 ","2 ","14","210024343","XIV","8","5","Weapon ","Sword","115","317.0","0.0","0.0","0.0","0.0","95.0","0.0","","Minfilia","Scion's Guidance","","Yes","1 ","2 ","14"
"210024350","Type-0","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Queen","Energy Rush","","No","1 ","2 ","60","210024350","Type-0","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Queen","Energy Rush","","Yes","1 ","2 ","60"
"210024351","Type-0","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Queen","Energy Rush","","No","1 ","2 ","60","210024351","Type-0","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Queen","Energy Rush","","Yes","1 ","2 ","60"
"210024352","Type-0","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Queen","Energy Rush","","No","1 ","2 ","60","210024352","Type-0","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Queen","Energy Rush","","Yes","1 ","2 ","60"
"210024370","X","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","Throttle Alluvion","","No","1 ","2 ","10","210024370","X","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","Throttle Alluvion","","Yes","1 ","2 ","10"
"210024371","X","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","Throttle Alluvion","","No","1 ","2 ","10","210024371","X","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","Throttle Alluvion","","Yes","1 ","2 ","10"
"210024372","X","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","Throttle Alluvion","","No","1 ","2 ","10","210024372","X","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","Throttle Alluvion","","Yes","1 ","2 ","10"
"210024380","X","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","YRP Combo!","","No","1 ","2 ","10","210024380","X","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","YRP Combo!","","Yes","1 ","2 ","10"
"210024381","X","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","YRP Combo!","","No","1 ","2 ","10","210024381","X","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","YRP Combo!","","Yes","1 ","2 ","10"
"210024382","X","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","YRP Combo!","","No","1 ","2 ","10","210024382","X","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Paine","YRP Combo!","","Yes","1 ","2 ","10"
"210024390","IX","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","94.0","95.0","0.0","Holy damage +20%","Beatrix","Seiken Holy Hazzard","","No","1 ","2 ","9","210024390","IX","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","170.0","95.0","0.0","Holy damage +20%","Beatrix","Seiken Holy Hazzard","","Yes","1 ","2 ","9"
"210024391","IX","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","100.0","95.0","0.0","Holy damage +20%","Beatrix","Seiken Holy Hazzard","","No","1 ","2 ","9","210024391","IX","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","189.0","95.0","0.0","Holy damage +20%","Beatrix","Seiken Holy Hazzard","","Yes","1 ","2 ","9"
"210024392","IX","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","106.0","95.0","0.0","Holy damage +20%","Beatrix","Seiken Holy Hazzard","","No","1 ","2 ","9","210024392","IX","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","208.0","95.0","0.0","Holy damage +20%","Beatrix","Seiken Holy Hazzard","","Yes","1 ","2 ","9"
"210024400","VI","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","Celes","More the Merrier","","No","1 ","2 ","6","210024400","VI","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","Celes","More the Merrier","","Yes","1 ","2 ","6"
"210024401","VI","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","Celes","More the Merrier","","No","1 ","2 ","6","210024401","VI","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","Celes","More the Merrier","","Yes","1 ","2 ","6"
"210024402","VI","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","Celes","More the Merrier","","No","1 ","2 ","6","210024402","VI","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","Celes","More the Merrier","","Yes","1 ","2 ","6"
"210024410","IV","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Cecil (Dark Knight)","Dark Crescent","","No","1 ","2 ","4","210024410","IV","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Cecil (Dark Knight)","Dark Crescent","","Yes","1 ","2 ","4"
"210024411","IV","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Cecil (Dark Knight)","Dark Crescent","","No","1 ","2 ","4","210024411","IV","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Cecil (Dark Knight)","Dark Crescent","","Yes","1 ","2 ","4"
"210024412","IV","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Cecil (Dark Knight)","Dark Crescent","","No","1 ","2 ","4","210024412","IV","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Cecil (Dark Knight)","Dark Crescent","","Yes","1 ","2 ","4"
"210024420","I","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Garland","Soul of Chaos","","No","1 ","2 ","1","210024420","I","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Garland","Soul of Chaos","","Yes","1 ","2 ","1"
"210024421","I","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Garland","Soul of Chaos","","No","1 ","2 ","1","210024421","I","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Garland","Soul of Chaos","","Yes","1 ","2 ","1"
"210024422","I","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Garland","Soul of Chaos","","No","1 ","2 ","1","210024422","I","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","Garland","Soul of Chaos","","Yes","1 ","2 ","1"
"210024430","IX","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Zidane","Reverse Gaia","","No","1 ","2 ","9","210024430","IX","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Zidane","Reverse Gaia","","Yes","1 ","2 ","9"
"210024431","IX","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Zidane","Reverse Gaia","","No","1 ","2 ","9","210024431","IX","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Zidane","Reverse Gaia","","Yes","1 ","2 ","9"
"210024432","IX","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Zidane","Reverse Gaia","","No","1 ","2 ","9","210024432","IX","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Zidane","Reverse Gaia","","Yes","1 ","2 ","9"
"210024450","VIII","6","6","Weapon ","Sword","25","181.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","Double Junction","","No","1 ","2 ","8","210024450","VIII","6","6","Weapon ","Sword","85","294.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","Double Junction","","Yes","1 ","2 ","8"
"210024451","VIII","7","6","Weapon ","Sword","30","190.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","Double Junction","","No","1 ","2 ","8","210024451","VIII","7","6","Weapon ","Sword","100","322.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","Double Junction","","Yes","1 ","2 ","8"
"210024452","VIII","8","6","Weapon ","Sword","35","199.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","Double Junction","","No","1 ","2 ","8","210024452","VIII","8","6","Weapon ","Sword","115","350.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","Double Junction","","Yes","1 ","2 ","8"
"210024460","VIII","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","Revolver Overdrive","","No","1 ","2 ","8","210024460","VIII","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","Revolver Overdrive","","Yes","1 ","2 ","8"
"210024461","VIII","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","Revolver Overdrive","","No","1 ","2 ","8","210024461","VIII","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","Revolver Overdrive","","Yes","1 ","2 ","8"
"210024462","VIII","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","Revolver Overdrive","","No","1 ","2 ","8","210024462","VIII","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","Revolver Overdrive","","Yes","1 ","2 ","8"
"210024470","VII","5","5","Weapon ","Sword","20","147.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","No","1 ","2 ","7","210024470","VII","5","5","Weapon ","Sword","70","236.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","Yes","1 ","2 ","7"
"210024471","VII","6","5","Weapon ","Sword","25","156.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","No","1 ","2 ","7","210024471","VII","6","5","Weapon ","Sword","85","263.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","Yes","1 ","2 ","7"
"210024472","VII","7","5","Weapon ","Sword","30","164.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","No","1 ","2 ","7","210024472","VII","7","5","Weapon ","Sword","100","290.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","Yes","1 ","2 ","7"
"210024473","VII","8","5","Weapon ","Sword","35","173.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","No","1 ","2 ","7","210024473","VII","8","5","Weapon ","Sword","115","317.0","0.0","0.0","0.0","0.0","95.0","0.0","","Cloud","","Broken Illusions","Yes","1 ","2 ","7"
"210024480","II","5","5","Weapon ","Sword","20","55.0","0.0","143.0","0.0","105.0","95.0","0.0","","Emperor","","Risen Tyrant","No","1 ","2 ","2","210024480","II","5","5","Weapon ","Sword","70","107.0","0.0","231.0","0.0","191.0","95.0","0.0","","Emperor","","Risen Tyrant","Yes","1 ","2 ","2"
"210024481","II","6","5","Weapon ","Sword","25","60.0","0.0","152.0","0.0","114.0","95.0","0.0","","Emperor","","Risen Tyrant","No","1 ","2 ","2","210024481","II","6","5","Weapon ","Sword","85","122.0","0.0","257.0","0.0","217.0","95.0","0.0","","Emperor","","Risen Tyrant","Yes","1 ","2 ","2"
"210024482","II","7","5","Weapon ","Sword","30","65.0","0.0","160.0","0.0","122.0","95.0","0.0","","Emperor","","Risen Tyrant","No","1 ","2 ","2","210024482","II","7","5","Weapon ","Sword","100","138.0","0.0","284.0","0.0","243.0","95.0","0.0","","Emperor","","Risen Tyrant","Yes","1 ","2 ","2"
"210024483","II","8","5","Weapon ","Sword","35","71.0","0.0","169.0","0.0","131.0","95.0","0.0","","Emperor","","Risen Tyrant","No","1 ","2 ","2","210024483","II","8","5","Weapon ","Sword","115","153.0","0.0","310.0","0.0","269.0","95.0","0.0","","Emperor","","Risen Tyrant","Yes","1 ","2 ","2"
"210024490","II","6","6","Weapon ","Sword","25","77.0","0.0","173.0","0.0","140.0","95.0","0.0","Earth damage +20%","Emperor","Invasion XXXII","","No","1 ","2 ","2","210024490","II","6","6","Weapon ","Sword","85","142.0","0.0","284.0","0.0","250.0","95.0","0.0","Earth damage +20%","Emperor","Invasion XXXII","","Yes","1 ","2 ","2"
"210024491","II","7","6","Weapon ","Sword","30","82.0","0.0","182.0","0.0","149.0","95.0","0.0","Earth damage +20%","Emperor","Invasion XXXII","","No","1 ","2 ","2","210024491","II","7","6","Weapon ","Sword","100","158.0","0.0","312.0","0.0","277.0","95.0","0.0","Earth damage +20%","Emperor","Invasion XXXII","","Yes","1 ","2 ","2"
"210024492","II","8","6","Weapon ","Sword","35","87.0","0.0","191.0","0.0","158.0","95.0","0.0","Earth damage +20%","Emperor","Invasion XXXII","","No","1 ","2 ","2","210024492","II","8","6","Weapon ","Sword","115","175.0","0.0","340.0","0.0","304.0","95.0","0.0","Earth damage +20%","Emperor","Invasion XXXII","","Yes","1 ","2 ","2"
"210024500","Core","5","5","Weapon ","Sword","20","129.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","2 ","0","210024500","Core","5","5","Weapon ","Sword","70","221.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","2 ","0"
"210024501","Core","6","5","Weapon ","Sword","25","138.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","2 ","0","210024501","Core","6","5","Weapon ","Sword","85","248.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","2 ","0"
"210024502","Core","7","5","Weapon ","Sword","30","147.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","2 ","0","210024502","Core","7","5","Weapon ","Sword","100","275.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","2 ","0"
"210024503","Core","8","5","Weapon ","Sword","35","157.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","2 ","0","210024503","Core","8","5","Weapon ","Sword","115","303.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","2 ","0"
"210024510","IX","6","6","Weapon ","Sword","25","181.0","0.0","0.0","0.0","0.0","95.0","0.0","","Steiner","Sworn Protector","","No","1 ","2 ","9","210024510","IX","6","6","Weapon ","Sword","85","294.0","0.0","0.0","0.0","0.0","95.0","0.0","","Steiner","Sworn Protector","","Yes","1 ","2 ","9"
"210024511","IX","7","6","Weapon ","Sword","30","190.0","0.0","0.0","0.0","0.0","95.0","0.0","","Steiner","Sworn Protector","","No","1 ","2 ","9","210024511","IX","7","6","Weapon ","Sword","100","322.0","0.0","0.0","0.0","0.0","95.0","0.0","","Steiner","Sworn Protector","","Yes","1 ","2 ","9"
"210024512","IX","8","6","Weapon ","Sword","35","199.0","0.0","0.0","0.0","0.0","95.0","0.0","","Steiner","Sworn Protector","","No","1 ","2 ","9","210024512","IX","8","6","Weapon ","Sword","115","350.0","0.0","0.0","0.0","0.0","95.0","0.0","","Steiner","Sworn Protector","","Yes","1 ","2 ","9"
"210024520","IX","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Steiner","Frostfire Thunder Slash","","No","1 ","2 ","9","210024520","IX","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Steiner","Frostfire Thunder Slash","","Yes","1 ","2 ","9"
"210024521","IX","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Steiner","Frostfire Thunder Slash","","No","1 ","2 ","9","210024521","IX","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Steiner","Frostfire Thunder Slash","","Yes","1 ","2 ","9"
"210024522","IX","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Steiner","Frostfire Thunder Slash","","No","1 ","2 ","9","210024522","IX","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Steiner","Frostfire Thunder Slash","","Yes","1 ","2 ","9"
"210024530","Core","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Biggs","Boulder Blow","","No","1 ","2 ","0","210024530","Core","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Biggs","Boulder Blow","","Yes","1 ","2 ","0"
"210024531","Core","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Biggs","Boulder Blow","","No","1 ","2 ","0","210024531","Core","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Biggs","Boulder Blow","","Yes","1 ","2 ","0"
"210024532","Core","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Biggs","Boulder Blow","","No","1 ","2 ","0","210024532","Core","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Biggs","Boulder Blow","","Yes","1 ","2 ","0"
"210024540","Core","5","5","Weapon ","Sword","20","147.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","No","1 ","2 ","0","210024540","Core","5","5","Weapon ","Sword","70","236.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","Yes","1 ","2 ","0"
"210024541","Core","6","5","Weapon ","Sword","25","156.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","No","1 ","2 ","0","210024541","Core","6","5","Weapon ","Sword","85","263.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","Yes","1 ","2 ","0"
"210024542","Core","7","5","Weapon ","Sword","30","164.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","No","1 ","2 ","0","210024542","Core","7","5","Weapon ","Sword","100","290.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","Yes","1 ","2 ","0"
"210024543","Core","8","5","Weapon ","Sword","35","173.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","No","1 ","2 ","0","210024543","Core","8","5","Weapon ","Sword","115","317.0","0.0","0.0","0.0","0.0","95.0","0.0","","Biggs","Flashy Blow","","Yes","1 ","2 ","0"
"210024550","VIII","5","5","Weapon ","Sword","20","147.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","No","1 ","2 ","8","210024550","VIII","5","5","Weapon ","Sword","70","236.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","Yes","1 ","2 ","8"
"210024551","VIII","6","5","Weapon ","Sword","25","156.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","No","1 ","2 ","8","210024551","VIII","6","5","Weapon ","Sword","85","263.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","Yes","1 ","2 ","8"
"210024552","VIII","7","5","Weapon ","Sword","30","164.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","No","1 ","2 ","8","210024552","VIII","7","5","Weapon ","Sword","100","290.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","Yes","1 ","2 ","8"
"210024553","VIII","8","5","Weapon ","Sword","35","173.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","No","1 ","2 ","8","210024553","VIII","8","5","Weapon ","Sword","115","317.0","0.0","0.0","0.0","0.0","95.0","0.0","","Squall","","Lion of Battle","Yes","1 ","2 ","8"
"210024560","VIII","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","End of Flame","","No","1 ","2 ","8","210024560","VIII","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","End of Flame","","Yes","1 ","2 ","8"
"210024561","VIII","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","End of Flame","","No","1 ","2 ","8","210024561","VIII","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","End of Flame","","Yes","1 ","2 ","8"
"210024562","VIII","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","End of Flame","","No","1 ","2 ","8","210024562","VIII","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Squall","End of Flame","","Yes","1 ","2 ","8"
"210024570","I","6","6","Weapon ","Sword","25","181.0","0.0","0.0","0.0","0.0","95.0","0.0","","Warrior of Light","Radiant Buckler","","No","1 ","2 ","1","210024570","I","6","6","Weapon ","Sword","85","294.0","0.0","0.0","0.0","0.0","95.0","0.0","","Warrior of Light","Radiant Buckler","","Yes","1 ","2 ","1"
"210024571","I","7","6","Weapon ","Sword","30","190.0","0.0","0.0","0.0","0.0","95.0","0.0","","Warrior of Light","Radiant Buckler","","No","1 ","2 ","1","210024571","I","7","6","Weapon ","Sword","100","322.0","0.0","0.0","0.0","0.0","95.0","0.0","","Warrior of Light","Radiant Buckler","","Yes","1 ","2 ","1"
"210024572","I","8","6","Weapon ","Sword","35","199.0","0.0","0.0","0.0","0.0","95.0","0.0","","Warrior of Light","Radiant Buckler","","No","1 ","2 ","1","210024572","I","8","6","Weapon ","Sword","115","350.0","0.0","0.0","0.0","0.0","95.0","0.0","","Warrior of Light","Radiant Buckler","","Yes","1 ","2 ","1"
"210024580","IV","6","6","Weapon ","Sword","25","180.0","0.0","0.0","0.0","159.0","95.0","0.0","Holy damage +20%","Cecil (Paladin)","Shining Crescent","","No","1 ","2 ","4","210024580","IV","6","6","Weapon ","Sword","85","293.0","0.0","0.0","0.0","270.0","95.0","0.0","Holy damage +20%","Cecil (Paladin)","Shining Crescent","","Yes","1 ","2 ","4"
"210024581","IV","7","6","Weapon ","Sword","30","189.0","0.0","0.0","0.0","168.0","95.0","0.0","Holy damage +20%","Cecil (Paladin)","Shining Crescent","","No","1 ","2 ","4","210024581","IV","7","6","Weapon ","Sword","100","321.0","0.0","0.0","0.0","298.0","95.0","0.0","Holy damage +20%","Cecil (Paladin)","Shining Crescent","","Yes","1 ","2 ","4"
"210024582","IV","8","6","Weapon ","Sword","35","198.0","0.0","0.0","0.0","177.0","95.0","0.0","Holy damage +20%","Cecil (Paladin)","Shining Crescent","","No","1 ","2 ","4","210024582","IV","8","6","Weapon ","Sword","115","349.0","0.0","0.0","0.0","326.0","95.0","0.0","Holy damage +20%","Cecil (Paladin)","Shining Crescent","","Yes","1 ","2 ","4"
"210024590","IV","7","7","Weapon ","Sword","30","209.0","0.0","0.0","0.0","111.0","95.0","0.0","Holy damage +20%","Ceodore","Vibra Plus","","No","1 ","2 ","4","210024590","IV","7","7","Weapon ","Sword","100","353.0","0.0","0.0","0.0","215.0","95.0","0.0","Holy damage +20%","Ceodore","Vibra Plus","","Yes","1 ","2 ","4"
"210024591","IV","8","7","Weapon ","Sword","35","219.0","0.0","0.0","0.0","118.0","95.0","0.0","Holy damage +20%","Ceodore","Vibra Plus","","No","1 ","2 ","4","210024591","IV","8","7","Weapon ","Sword","115","383.0","0.0","0.0","0.0","237.0","95.0","0.0","Holy damage +20%","Ceodore","Vibra Plus","","Yes","1 ","2 ","4"
